shn,Tshiat_Gu,n,Han_Ji,Ji_Gi_Kai_Sik,note1,note2,Tshiat_Gu2,unknown
36,徒冬,3,佟,姓也北燕録有遼東佟萬以文章知名,,,徒冬,
36,徒冬,4,炵,火[威/盛]皃又他冬切,,,徒冬,
36,徒冬,5,䳋,鳥名䳋渠狀如山雞黑身赤足出山海經也,,,徒冬,
36,徒冬,6,鼕,鼓聲,,,徒冬,
36,徒冬,7,𢥞,𢥞𢥞憂也出楚詞,,,徒冬,
36,徒冬,8,𢾮,擊空聲,,,徒冬,
36,徒冬,9,爞,旱熱,,,徒冬,
36,徒冬,10,㤏,惶也,,,徒冬,
36,徒冬,11,痋,動病,,,徒冬,
36,徒冬,12,䂈,剌矛,,,徒冬,
36,徒冬,13,鉵,大鉏,,,徒冬,
36,徒冬,14,𧹝,赤色,,,徒冬,
36,徒冬,15,𩦶,黑虎,,,徒冬,
36,徒冬,16,浵,水名亦水皃,,,徒冬,
36,徒冬,17,䶱,龜名又音終,,,徒冬,
36,徒冬,18,𠩁,楚云深屋,,,徒冬,
36,徒冬,19,鉖,鈞鉖,,,徒冬,
36,徒冬,20,𨜳,古國名,,,徒冬,
36,徒冬,21,㠽,戎云幡也,,,徒冬,
36,徒冬,22,赨,赤蟲,,,徒冬,
37,藏宗,1,賨,戎税≆說文曰南蠻賦也藏宗切十一,,,藏宗,
37,藏宗,2,琮,≆說文云琮瑞玉大八寸似車釭周禮曰以黃琮禮地,,,藏宗,
37,藏宗,3,悰,慮也一曰樂也,,,藏宗,
37,藏宗,4,潨,小水入大水也又徂紅職戎二切,,,藏宗,
37,藏宗,5,淙,水聲又士江切,,,藏宗,
37,藏宗,6,慒,謀也又似由切,,,藏宗,
37,藏宗,7,鬃,髙髻又士江切,,,藏宗,
37,藏宗,8,㼻,甖屬又士江切,,,藏宗,
37,藏宗,9,孮,[-/爲]族盛孮郷,,,藏宗,
37,藏宗,10,誴,謀誴樂也,,,藏宗,
37,藏宗,11,𢃏,帛𢃏又布名,,,藏宗,
38,奴冬,1,農,田農也≆說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二,,,奴冬,
38,奴冬,2,䢉,上同,,,奴冬,
38,奴冬,3,辳,古文,,,奴冬,
38,奴冬,4,𨑋,籀文,,,奴冬,
38,奴冬,5,𩟊,䭢𩟊強食䭢女耕切,,,奴冬,
38,奴冬,6,噥,多言不中,,,奴冬,
38,奴冬,7,𩅽,露多,,,奴冬,
38,奴冬,8,憹,㦀憹悦也,,,奴冬,
38,奴冬,9,㺜,多毛犬也又乃刀切,,,奴冬,
38,奴冬,10,儂,我也,,,奴冬,
38,奴冬,11,𧗕,≆說文曰腫血也,,,奴冬,
38,奴冬,12,膿,上同,,,奴冬,
39,古冬,1,攻,治也作也擊也伐也古冬切二,,,古冬,
39,古冬,2,釭,燈也又音江,,,古冬,
40,戸冬,1,䃔,䃔䃧石落[-/聲]戸冬切四,,,戸冬,
40,戸冬,2,洚,≆說文曰水不遵道一曰下也孟子曰洚水警子,,,戸冬,
40,戸冬,3,㗢,歌也又胡宋徒送二切,,,戸冬,
40,戸冬,4,𩘎,大風,,,戸冬,
41,力冬,1,䃧,力冬切三,,,力冬,
41,力冬,2,䥢,[䥢/⊟鼓釜]鼓聲,,,力冬,
41,力冬,3,𣫣,聲也,,,力冬,
42,作冬,1,宗,衆也本也尊也亦官名漢書宗正秦官也掌親屬亦姓周郷宗伯之後出南陽又漢複姓二氏前漢有宗伯鳳南燕録有宗正謙善卜相作冬切二,,,作冬,
42,作冬,2,倧,上古神人,,,作冬,
43,私宗,1,鬆,髼鬆髮亂皃私宗切三,,,私宗,
43,私宗,2,䯳,上同,,,私宗,
44,他冬,1,炵,火色他冬切一,,,他冬,
45,職容,1,鍾,當也酒器也又量名左傳曰釜十則鍾亦姓出潁川又漢複姓有鍾離氏丗本云與秦同祖其後因封爲姓職容切十八,,,職容,
45,職容,2,鐘,樂器也吕氏春秋云黃帝命伶倫鑄寸二器丗本曰垂作鐘,,,職容,
45,職容,3,蚣,䘀螽蟲,,,職容,
45,職容,4,忪,心動皃,,,職容,
45,職容,5,䇗,長節竹也,,,職容,
45,職容,6,蹱,躘蹱小兒行皃,,,職容,
45,職容,7,彸,征彸行皃,,,職容,
45,職容,8,衳,小褌也,,,職容,
45,職容,9,伀,志及衆也,,,職容,
45,職容,10,橦,字㨾云本音同今借爲木橦字,,,職容,
45,職容,11,籦,籠籦竹名廣志云可爲笛,,,職容,
45,職容,12,妐,夫之兄也,,,職容,
45,職容,13,㕬,衆口也,,,職容,
45,職容,14,𧢸,舉角也,,,職容,
45,職容,15,炂,熱化也,,,職容,
45,職容,16,𦬘,草名,,,職容,
45,職容,17,𨳗,門外開𨳗,,,職容,
45,職容,18,鈆,鐵鈆,,,職容,
46,力鍾,1,龍,通也和也寵也鱗蟲之長也易曰雲從龍又姓舜納言龍之後力鍾切九,,,力鍾,
46,力鍾,2,𪚝,圭爲龍文,,,力鍾,
46,力鍾,3,躘,躘蹱,,,力鍾,
46,力鍾,4,鸗,鳥名,,,力鍾,
46,力鍾,5,驡,野馬,,,力鍾,
46,力鍾,6,𪚠,巫也,,,力鍾,
46,力鍾,7,籠,𥳎籠竹車軬亦籦籠竹又力東力董二切,,,力鍾,
46,力鍾,8,𦪽,小船上安蓋者,,,力鍾,
46,力鍾,9,蘢,蘢古草,,,力鍾,
47,書容,1,舂,丗本曰雍父作舂吕氏春秋曰赤兾作舂書容切六,,,書容,
47,書容,2,𧐍,蜙蝑俗呼𧐍𧑓,,,書容,
47,書容,3,摏,撞也,,,書容,
47,書容,4,蹖,蹋也,,,書容,
47,書容,5,𪄻,𪇆𪄻鳥名,,,書容,
47,書容,6,憃,愚也,,,書容,
48,祥容,1,松,木名玄中記曰松脂淪入地千歳爲[伏/茯]苓亦州[-/名]舜竄三苗於三危河關之西南羌是也後魏末始統其城改置州焉祥容切四,,,祥容,
48,祥容,2,㮤,古文[淞/凇],,,祥容,
48,祥容,3,淞,凍落皃又先恭切,,,祥容,
48,祥容,4,訟,爭獄又徐用切,,,祥容,
49,尺容,1,𧘂,當也向也突也≆說文曰通道也尺容切十一,,,尺容,
49,尺容,2,衝,上同,,,尺容,
49,尺容,3,罿,[縱/網]也又音童,,,尺容,
49,尺容,4,憧,憧憧往來皃,,,尺容,
49,尺容,5,䡴,陷陣車,,,尺容,
49,尺容,6,艟,艨艟戰船,,,尺容,
49,尺容,7,潼,河潼又音同,,,尺容,
49,尺容,8,褈,褈褣衣也,,,尺容,
49,尺容,9,𠟍,剌也,,,尺容,
49,尺容,10,𠝤,同上,,,尺容,
49,尺容,11,䂌,短矛也,,,尺容,
50,餘封,1,容,盛也儀也受也爾雅曰容謂之防郭璞云形如今牀頭小曲屏風唱䠶者所以自防隱司馬法云軍容不入國國容不入軍是也又州名又姓入凱仲容之後禮記有徐大夫容居餘封切三十五,,,餘封,
50,餘封,2,溶,水皃又音勇,,,餘封,
50,餘封,3,滽,水名出冝蘇山,,,餘封,
50,餘封,4,庸,常也用也功也和也次也易也又姓漢有庸光,,,餘封,
50,餘封,5,𦤘,古文,,,餘封,
50,餘封,6,𧴄,獸似牛領有肉也,,,餘封,
50,餘封,7,㺎,並上同,,,餘封,
50,餘封,8,𤛑,並上同,,,餘封,
50,餘封,9,墉,城也垣也,,,餘封,
50,餘封,10,鎔,鎔鑄,,,餘封,
50,餘封,11,鏞,大鐘,,,餘封,
50,餘封,12,銿,上同≆說文與鐘同,,,餘封,
50,餘封,13,鄘,國名,,,餘封,
50,餘封,14,傭,傭賃又丑凶切,,,餘封,
50,餘封,15,𪅟,𪅟𪆫鳥名似鴨雞足也,,,餘封,
50,餘封,16,㼸,甖也,,,餘封,
50,餘封,17,𤮇,魚名又音慵,,,餘封,
50,餘封,18,鱅,魚名又音慵,,,餘封,
50,餘封,19,蓉,芙蓉,,,餘封,
50,餘封,20,䗤,䖺䗤色如黃蛇有羽,,,餘封,
50,餘封,21,傛,傛華縣也又漢書婦官有傛華,,,餘封,
50,餘封,22,褣,𧝎褣,,,餘封,
50,餘封,23,搈,不安,,,餘封,
50,餘封,24,瑢,瑽瑢佩玉行也,,,餘封,
50,餘封,25,䈶,䈶䇯又矢,,,餘封,
50,餘封,26,嵱,山名在容州山下有〾鬼市,,,餘封,
50,餘封,27,頌,形頌又似用切,,,餘封,
50,餘封,28,㝐,㝐盛也≆說文云古文容,,,餘封,
50,餘封,29,䡆,車行皃,,,餘封,
50,餘封,30,㟾,㟾山在建州,,,餘封,
50,餘封,31,𨲟,餝𨲟,,,餘封,
50,餘封,32,𪃾,𪃾鸀,,,餘封,
50,餘封,33,槦,㮧槦木中箭笴,,,餘封,
50,餘封,34,㣑,重影一曰䙹㣑,,,餘封,
50,餘封,35,𢧳,𢧳戣兵器,,,餘封,
51,府容,1,封,大也國也厚也爵也亦姓望出渤海本姜姓炎帝之後封鉅爲黃帝師又望出河南後魏官氏志云是賁氏後改爲封氏府容切五,,,府容,
51,府容,2,𡉚,古文,,,府容,
51,府容,3,犎,野牛,,,府容,
51,府容,4,葑,菜名詩云采葑采菲,,,府容,
51,府容,5,崶,山名一名龍門山在封州大魚上化爲龍上不得㸃額流血水[謂/謂]丹色也,,,府容,
52,許容,1,胷,膺也亦作匈𦙄許容切十,,,許容,
52,許容,2,凶,凶禍,,,許容,
52,許容,3,𣧑,古文,,,許容,
52,許容,4,銎,懼也又斤斧柄孔又曲恭切,,,許容,
52,許容,5,洶,水勢也,,,許容,
52,許容,6,恟,懼也,,,許容,
52,許容,7,𧧗,訟也,,,許容,
52,許容,8,兇,惡也,,,許容,
52,許容,9,訩,衆語,,,許容,
52,許容,10,匈,匈奴,,,許容,
53,魚容,1,顒,仰也爾雅云顒顒邛邛君之德也≆說文云大頭也魚容切四,,,魚容,
53,魚容,2,𩤛,上同見廣蒼,,,魚容,
53,魚容,3,鰅,魚名≆說文曰皮有文出樂浪又音隅,,,魚容,
53,魚容,4,喁,噞喁,,,魚容,
54,於容,1,邕,≆說文曰四方有水自邕成池者是也於容切十六,,,於容,
54,於容,2,雍,和也與邕略同又雍奴縣名在幽州水經云四方有水曰雍不流曰奴亦姓左傳有雍糾又於用切,,,於容,
54,於容,3,噰,鳥聲,,,於容,
54,於容,4,嗈,上同,,,於容,
54,於容,5,郺,郺𨑊多皃,,,於容,
54,於容,6,澭,水名在宋,,,於容,
54,於容,7,灉,上同爾雅曰水自河出爲灉,,,於容,
54,於容,8,癰,癰癤,,,於容,
54,於容,9,罋,汲器,,,於容,
54,於容,10,廱,辟廱天子敎宫,,,於容,
54,於容,11,饔,熟食,,,於容,
54,於容,12,壅,塞又音擁,,,於容,
54,於容,13,雝,爾雅曰䳭鴒雝渠,,,於容,
54,於容,14,𪄉,上同,,,於容,
54,於容,15,㻾,玉器,,,於容,
54,於容,16,𧴗,獸似猨也,,,於容,
55,女容,1,醲,厚酒女容切八,,,女容,
55,女容,2,𨑊,郺𨑊,,,女容,
55,女容,3,濃,厚也,,,女容,
55,女容,4,襛,襛華又衣厚皃又而容切,,,女容,
55,女容,5,穠,花木厚又而容切,,,女容,
55,女容,6,檂,木名,,,女容,
55,女容,7,𪒬,𪒒𪒬,,,女容,
55,女容,8,𨲳,多也,,,女容,
56,直容,1,重,複也疊也直容切又直勇直用二切六,,,直容,
56,直容,2,穜,先種晚熟曰穜,,,直容,
56,直容,3,緟,≆說文云增益也,,,直容,
56,直容,4,褈,複也,,,直容,
56,直容,5,䳯,䳯𪄹鳥名,,,直容,
56,直容,6,蝩,蠶晚生者,,,直容,
57,疾容,1,從,就也又姓漢有將軍從公何氏姓苑云今東莞人疾容切又即容七恭秦用三切三,,,疾容,
57,疾容,2,从,古文≆說文曰相聽也,,,疾容,
57,疾容,3,𩀰,方言云南楚人謂雞,,,疾容,
58,丑凶,1,蹱,躘蹱丑凶切七,,,丑凶,
58,丑凶,2,傭,均也直也又音容,,,丑凶,
58,丑凶,3,𦟛,上同,,,丑凶,
58,丑凶,4,𨙦,馬不行也,,,丑凶,
58,丑凶,5,䝑,土精如㹠在地下也,,,丑凶,
58,丑凶,6,𨤩,地名又直容切,,,丑凶,
58,丑凶,7,𪒒,深穴中𪒒黑也,,,丑凶,
59,符容,1,逢,值也迎也符容切八,,,符容,
59,符容,2,縫,紩又音俸,,,符容,
59,符容,3,漨,水名,,,符容,
59,符容,4,䩼,鼓聲,,,符容,
59,符容,5,𥎌,𥎌𥎂矛也,,,符容,
59,符容,6,夆,掣[-/曳]也又敷恭切,,,符容,
59,符容,7,𥛝,大黃負山神能動天地氣昔孔甲遇之,,,符容,
59,符容,8,捀,≆說文曰奉也又符用切,,,符容,
60,敷容,1,峯,山峯也敷容切十六,,,敷容,
60,敷容,2,鋒,劔刃鋒也,,,敷容,
60,敷容,3,丰,丰茸美好≆說文本作𡴀草盛𡴀[-/𡴀]也從生上下達也,,,敷容,
60,敷容,4,𡴀,上同,,,敷容,
60,敷容,5,𢓱,使也,,,敷容,
60,敷容,6,妦,好也,,,敷容,
60,敷容,7,蠭,≆說文曰螫人飛蟲也孝經援神契曰蠭䘍垂芒爲其毒在後,,,敷容,
60,敷容,8,蜂,上同,,,敷容,
60,敷容,9,𧒒,古文,,,敷容,
60,敷容,10,蘴,菜名又音豐,,,敷容,
60,敷容,11,桻,木上,,,敷容,
60,敷容,12,㷭,㷭火夜曰㷭晝曰燧,,,敷容,
60,敷容,13,烽,上同,,,敷容,
60,敷容,14,莑,草牙始生出音譜,,,敷容,
60,敷容,15,仹,仙人,,,敷容,
60,敷容,16,㸼,㸼牛,,,敷容,
61,即容,1,縱,縱横也即容切又子用切九,,,即容,
61,即容,2,𣯨,毾㲪也,,,即容,
61,即容,3,蹤,蹤跡,,,即容,
61,即容,4,䡮,車跡,,,即容,
61,即容,5,樅,木名又七恭切,,,即容,
61,即容,6,磫,磫𥗫礪石,,,即容,
61,即容,7,豵,豕生三子,,,即容,
61,即容,8,熧,火行穴中,,,即容,
61,即容,9,𧺣,急行也又此從切,,,即容,
62,而容,1,茸,草生皃而容切十,,,而容,
62,而容,2,䩸,毳飾[髶/𩮙],,,而容,
62,而容,3,髶,髮多亂皃,,,而容,
62,而容,4,䇯,竹頭有文,,,而容,
62,而容,5,襛,華皃又厚衣皃又女容切,,,而容,
62,而容,6,穠,花木厚也又女容切,,,而容,
62,而容,7,搑,擣也,,,而容,
62,而容,8,𥎂,𥍮𥎂矛也,,,而容,
62,而容,9,榵,木名似檀,,,而容,
62,而容,10,穁,禾[梢/梋],,,而容,
63,渠容,1,蛩,蛩蛩巨虛獸也≆說文云一曰秦謂蟬蜕曰蛩渠容切十六,,,渠容,
63,渠容,2,邛,勞也病也又臨邛縣亦邛僰又姓列仙傳有周封史邛䟽,,,渠容,
63,渠容,3,舼,舼船,,,渠容,
63,渠容,4,𦨰,上同,,,渠容,
63,渠容,5,筇,竹名可爲杖張鶱至大宛得之,,,渠容,
63,渠容,6,輁,輁軸所以支棺也又音拱,,,渠容,
63,渠容,7,𦭭,蓂莢實也,,,渠容,
63,渠容,8,𥳎,𥳎籠,,,渠容,
63,渠容,9,䂬,𠌖倯可憎之皃,,,渠容,
63,渠容,10,蛬,蟋蟀又音拱,,,渠容,
63,渠容,11,𠌖,𠌖倯可憎之皃,,,渠容,
63,渠容,12,𩬰,𩬰鬆髪亂也,,,渠容,
63,渠容,13,桏,柜柳,,,渠容,
63,渠容,14,䅃,稰也又巨壠切,,,渠容,
63,渠容,15,𤤶,𤤶佩,,,渠容,
63,渠容,16,𩢽,獸如馬而青一走千里也,,,渠容,
64,蜀庸,1,鱅,魚名似牛音如豕蜀庸切又音庸三,,,蜀庸,
64,蜀庸,2,慵,嬾也,,,蜀庸,
64,蜀庸,3,𩌨,通俗文云牽乾也,,,蜀庸,
65,九容,1,恭,恭敬也≆說文本作𢙄肅也又姓晉太子申生號恭君其後氏焉出國語九容切陸以恭蜙[縱/樅]等入冬韻非也十,,,九容,
65,九容,2,龔,姓也漢有龔遂,,,九容,
65,九容,3,供,奉也具也設也給也進也又居用切,,,九容,
65,九容,4,珙,璧也又音拱,,,九容,
65,九容,5,䢼,邑名出異苑又亭名出晉書,,,九容,
65,九容,6,共,共城縣在衞州又渠用切,,,九容,
65,九容,7,𤱨,㽤也,,,九容,
65,九容,8,廾,竦手也≆說文本居竦切,,,九容,
65,九容,9,髸,髸䯳,,,九容,
65,九容,10,䳍,鳥似雉鳴自呼,,,九容,
66,息恭,1,蜙,蜙蝑蟲名息恭切六,,,息恭,
66,息恭,2,淞,水名在吳又音松,,,息恭,
66,息恭,3,凇,凍落之皃,,,息恭,
66,息恭,4,鬆,髮亂皃亦作䯳,,,息恭,
66,息恭,5,倯,倯恭怯皃,,,息恭,
66,息恭,6,𢔋,小行恐皃,,,息恭,
67,七恭,1,樅,木名松葉栢身七恭切又音蹤十二,,,七恭,
67,七恭,2,鏦,短矛又音䆫,,,七恭,
67,七恭,3,從,從容又疾容秦用二切,,,七恭,
67,七恭,4,暰,光也張景陽七命云怒目電暰是也,,,七恭,
67,七恭,5,䗥,螉䗥小蜂生牛馬皮中也,,,七恭,
67,七恭,6,瑽,瑽瑢佩玉行皃,,,七恭,
67,七恭,7,摐,打也又音䆫,,,七恭,
67,七恭,8,䐫,肥病,,,七恭,
67,七恭,9,𥡬,治禾𥡬移,,,七恭,
67,七恭,10,𧺣,急行也又音蹤,,,七恭,
67,七恭,11,鬆,髪亂又息恭切,,,七恭,
67,七恭,12,𨑪,𨑪遷,,,七恭,
68,曲恭,1,銎,斤斧受柄處也曲恭切又許容切二,,,曲恭,
68,曲恭,2,𥳎,𥳎籠,,,曲恭,
69,古雙,1,江,江海書有九江尋陽記云烏江蚌江烏白江嘉靡江畎江沔江廪江提江菌江亦姓出陳留本顓頊玄孫伯益之後爵封於江陵爲楚所滅後以國爲氏古雙切十一,,,古雙,
69,古雙,2,扛,舉鼎≆說文云扛横關對舉也秦武王與孟≆說扛龍文之鼎脱臏而死,,,古雙,
69,古雙,3,杠,旌旗飾一曰牀前横[-/木],,,古雙,
69,古雙,4,茳,茳蘺香草,,,古雙,
69,古雙,5,釭,燈又音工,,,古雙,
69,古雙,6,矼,石矼石橋也爾雅曰石杠謂之徛字俗從石,,,古雙,
69,古雙,7,豇,豇豆蔓生白色,,,古雙,
69,古雙,8,肛,胮肛脹大又許江切,,,古雙,
69,古雙,9,玒,玉名又音工,,,古雙,
69,古雙,10,𧢸,舉角,,,古雙,
69,古雙,11,䜫,䜫谷在南郡,,,古雙,
70,莫江,1,厖,厚也[犬/大]也莫江切十四,,,莫江,
70,莫江,2,駹,黑馬白面,,,莫江,
70,莫江,3,狵,犬多毛亦作尨,,,莫江,
70,莫江,4,尨,上同,,,莫江,
70,莫江,5,浝,水名,,,莫江,
70,莫江,6,哤,語雜亂曰哤,,,莫江,
70,莫江,7,牻,牛白黑雜,,,莫江,
70,莫江,8,娏,女神名,,,莫江,
70,莫江,9,䵨,隂私事也,,,莫江,
70,莫江,10,㟌,五帋山名在蜀,,,莫江,
70,莫江,11,蛖,蛖螻螻蛄類,,,莫江,
70,莫江,12,𥆙,目不明,,,莫江,
70,莫江,13,痝,病困,,,莫江,
70,莫江,14,𠈵,不媚,,,莫江,
71,女江,1,𦗳,耳中聲也女江切八,,,女江,
71,女江,2,𣰊,髪多,,,女江,
71,女江,3,涳,姓出纂文又音[◫羊咅/羫],,,女江,
71,女江,4,噥,噥嗔語出字林,,,女江,
71,女江,5,𩟊,強食,,,女江,
71,女江,6,鬞,亂髮,,,女江,
71,女江,7,䁸,目不明,,,女江,
71,女江,8,𪆯,鴻𪆯,,,女江,
72,楚江,1,囪,≆說文曰在牆曰牖在屋曰囱楚江切九,,,楚江,
72,楚江,2,䆫,≆說文作窗通孔也釋名曰䆫聦也於內見外之聦明也,,,楚江,
72,楚江,3,牎,上同,,,楚江,
72,楚江,4,窓,俗,,,楚江,
72,楚江,5,䎫,種也,,,楚江,
72,楚江,6,堫,上同,,,楚江,
72,楚江,7,摐,打鐘鼓也,,,楚江,
72,楚江,8,鏦,短矛也,,,楚江,
72,楚江,9,𥍷,上同,,,楚江,
73,博江,1,邦,國也又姓出何氏姓苑博江切四,,,博江,
73,博江,2,𤰫,古文,,,博江,
73,博江,3,梆,木名,,,博江,
73,博江,4,垹,土精如手在地中食之無病,,,博江,
74,下江,1,栙,降䉶帆未張下江切八,,,下江,
74,下江,2,䜶,䜶䝄胡豆,,,下江,
74,下江,3,降,降伏又古巷切,,,下江,
74,下江,4,缸,甖[缸/瓨],,,下江,
74,下江,5,缻,上同,,,下江,
74,下江,6,洚,≆說文曰水不遵道一曰下也又古巷切,,,下江,
74,下江,7,夅,服也,,,下江,
74,下江,8,跭,跭𨇯[堅/豎]立也,,,下江,
75,匹江,1,胮,胮脹匹江切又音龐五,,,匹江,
75,匹江,2,𤵸,上同,,,匹江,
75,匹江,3,𩐨,鼓聲,,,匹江,
75,匹江,4,𪔔,上同,,,匹江,
75,匹江,5,𪐿,黑皃,,,匹江,
76,呂江,1,瀧,南人名湍亦州在嶺南品江切又音雙二,,,呂江,
76,呂江,2,䮾,充塞之皃,,,呂江,
77,所江,1,雙,偶也兩隻也又姓出姓苑後魏有將軍雙仕洛所江切七,,,所江,
77,所江,2,艭,艂艭舩名,,,所江,
77,所江,3,䉶,帆也,,,所江,
77,所江,4,𢥠,懼也左傳云駟氏𢥠,,,所江,
77,所江,5,䝄,豆也,,,所江,
77,所江,6,瀧,水名在郴州界,,,所江,
77,所江,7,𨇯,跭𨇯立也,,,所江,
78,薄江,1,龐,姓也出南安南陽二望本周文王子畢公髙後封於龐因氏焉魏有龐㳙薄江切五,,,薄江,
78,薄江,2,逄,姓也出北海左傳齊有逄丑父,,,薄江,
78,薄江,3,胮,胮肛脹大皃,,,薄江,
78,薄江,4,𩐨,鼓聲,,,薄江,
78,薄江,5,舽,舽舡船[皃/名],,,薄江,
79,許江,1,肛,許江切四,,,許江,
79,許江,2,啌,啌瞋語出聲譜,,,許江,
79,許江,3,谾,空谷皃,,,許江,
79,許江,4,舡,舽舡船[皃/名],,,許江,
80,握江,1,胦,胦肛不伏人握江切一,,,握江,
81,苦江,1,腔,羊腔也苦江切十二,,,苦江,
81,苦江,2,𤟄,上同,,,苦江,
81,苦江,3,羫,古文,,,苦江,
81,苦江,4,控,打也又苦貢切,,,苦江,
81,苦江,5,椌,椌楬,,,苦江,
81,苦江,6,悾,信也愨也又音空,,,苦江,
81,苦江,7,跫,蹋地聲,,,苦江,
81,苦江,8,涳,直流,,,苦江,
81,苦江,9,崆,崆㟅山皃又音空,,,苦江,
81,苦江,10,𩩝,𩪘𩩝[㞍/尻]骨,,,苦江,
81,苦江,11,㾤,喉中病,,,苦江,
81,苦江,12,㼹,㼹甎𤮇也,,,苦江,
82,宅江,1,幢,旛幢釋名曰幢幢也其皃幢幢然也宅江切六,,,宅江,
82,宅江,2,撞,撞突也學記曰善待問者如撞鐘撞擊也,,,宅江,
82,宅江,3,橦,木名又音鍾童,,,宅江,
82,宅江,4,𣃘,旌旗杠皃出≆說文又丑善切,,,宅江,
82,宅江,5,噇,喫皃,,,宅江,
82,宅江,6,𩪘,𩪘𩩝[㞍/尻]骨,,,宅江,
83,丑江,1,憃,愚也丑江切又丑龍切又抽用切五,,,丑江,
83,丑江,2,䚎,視不明也一曰直視又丑巷切,,,丑江,
83,丑江,3,𥡟,黍𥡟不實也,,,丑江,
83,丑江,4,䄝,祠不敬也,,,丑江,
83,丑江,5,𧜧,短敝衣也,,,丑江,
84,都江,1,樁,橛也都江切二,,,都江,
84,都江,2,𣻛,深水立𣻛,,,都江,
85,五江,1,㟅,五江切一,,,五江,
86,士江,1,淙,水流皃士江切又才宗切四,,,士江,
86,士江,2,鬃,髻髙皃,,,士江,
86,士江,3,㼻,甖也出方言,,,士江,
86,士江,4,𩞐,饞𩞐愛食,,,士江,
87,章移,1,支,支度也支持也亦姓何氏姓苑云琅邪人後趙録有司空支雄又漢複姓莊子有支離益善屠龍章移切二十九,,,章移,
87,章移,2,𥾣,縴𥾣挽船繩也,,,章移,
87,章移,3,只,專辝又之爾切,,,章移,
87,章移,4,汥,水都名,,,章移,
87,章移,5,㲍,㲔㲍者輕毛皃,,,章移,
87,章移,6,巵,酒器,,,章移,
87,章移,7,梔,栀子木實可染黃,,,章移,
87,章移,8,枝,枝柯又漢複姓左傳楚大夫枝如子弓,,,章移,
87,章移,9,衹,[衹/祇]適也又巨支切,,,章移,
87,章移,10,㽻,疾也,,,章移,
87,章移,11,衼,衹衼尼法衣也衹音歧,,,章移,
87,章移,12,肢,肢體,,,章移,
87,章移,13,胑,並上同,,,章移,
87,章移,14,𨈛,福也又是支切,,,章移,
87,章移,15,禔,福也又是支切,,,章移,
87,章移,16,馶,馬強,,,章移,
87,章移,17,氏,月氏國名又閼氏匈奴皇后也又精是二音,,,章移,
87,章移,18,疻,毁傷,,,章移,
87,章移,19,㩼,多也又音寘,,,章移,
87,章移,20,鳷,鳥名漢武帝造鳷鵲觀在雲陽甘泉宫外,,,章移,
87,章移,21,䧴,上同,,,章移,
87,章移,22,觶,本音寘今作奉觶字,,,章移,
87,章移,23,榰,爾雅曰榰柱也謂相榰柱也,,,章移,
87,章移,24,㯄,玉篇云木盛,,,章移,
87,章移,25,𪂅,土精如鴈一足黃色毁之殺人,,,章移,
87,章移,26,𧌔,蟲名似蜥蜴能吞人,,,章移,
87,章移,27,眵,目汁凝又尺支切,,,章移,
87,章移,28,䡋,䡋軝長轂,,,章移,
87,章移,29,𩍲,皮鞁,,,章移,
88,弋支,1,移,遷也遺也延也徙也易也≆說文曰禾相倚移也又官曹公府不相臨敬則爲移書[蔑/箋]表之類也亦姓風俗通云漢有弘農太守移良弋支切三十二,,,弋支,
88,弋支,2,䄬,上同,,,弋支,
88,弋支,3,迻,≆說文遷也,,,弋支,
88,弋支,4,𠩗,≆說文歠也,,,弋支,
88,弋支,5,杝,木名,,,弋支,
88,弋支,6,鉹,方言云涼州呼甑又音侈,,,弋支,
88,弋支,7,袲,宋地名又音侈,,,弋支,
88,弋支,8,箷,衣架,,,弋支,
88,弋支,9,𥠥,上同。又榻前几。,,,弋支,
88,弋支,10,㥴,忯㥴不憂事,,,弋支,
88,弋支,11,詑,詑詑自得皃又淺意也,,,弋支,
88,弋支,12,簃,樓閣邊小屋又音池,,,弋支,
88,弋支,13,䔟,萎䔟草,,,弋支,
88,弋支,14,熪,燫熪火不絶皃,,,弋支,
88,弋支,15,扅,扊扅戸扃,,,弋支,
88,弋支,16,衪,衣袖,,,弋支,
88,弋支,17,暆,東暆縣在樂浪,,,弋支,
88,弋支,18,迆,逶迆又移爾切,,,弋支,
88,弋支,19,𤝻,獸名似犬尾白目喙赤出則大兵,,,弋支,
88,弋支,20,栘,扶栘木名又成兮切,,,弋支,
88,弋支,21,歋,歋𢋅手相弄人亦作擨又以遮切,,,弋支,
