漢字號,小韻號,漢字,字義解釋
581,60,𧒒,古文
582,60,蘴,菜名又音豐
583,60,桻,木上
584,60,㷭,㷭火夜曰㷭晝曰燧
585,60,烽,㷭火夜曰㷭晝曰燧
586,60,莑,草牙始生出音譜
587,60,仹,仙人
588,60,㸼,㸼牛
589,61,縱,縱橫也即容切又子用切九
590,61,𣯨,毾㲪也
591,61,蹤,蹤跡
592,61,䡮,車跡
593,61,樅,木名又七恭切
594,61,磫,磫𥗫礪石
595,61,豵,豕生三子
596,61,熧,火行穴中
597,61,𧺣,急行也又此從切
598,62,茸,草生皃而容切十
599,62,䩸,毳飾
600,62,𩮙,髮多亂皃
601,62,䇯,竹頭有文
602,62,襛,華皃又厚衣皃又女容切
603,62,穠,花木厚也又女容切
604,62,搑,擣也
605,62,𥎂,𥍮𥎂矛也
606,62,榵,木名似檀
607,62,穁,禾梋
608,63,蛩,蛩蛩巨虛獸也說文云一曰秦謂蟬蛻曰蛩渠容切十六
609,63,邛,勞也病也又臨邛縣亦邛僰又姓列仙傳有周封史邛疏
610,63,舼,舼船
611,63,𦨰,舼船
612,63,筇,竹名可爲杖張鶱至大宛得之
613,63,輁,輁軸所以支棺也又音拱
614,63,𦭭,蓂莢實也
615,63,𥳎,𥳎籠
616,63,䂬,水㠀石也又居勇切
617,63,蛬,蟋蟀又音拱
618,63,𠌖,𠌖倯可憎之皃
619,63,𩬰,𩬰鬆髮亂也
620,63,桏,柜柳
621,63,䅃,稰也又巨壠切
622,63,𤤶,𤤶佩
623,63,𩢽,獸如馬而青一走千里也
624,64,鱅,魚名似牛音如豕蜀庸切又音庸三
625,64,慵,嬾也
626,64,𩌨,通俗文云牽乾也
627,65,恭,恭敬也說文本作𢙄肅也又姓晉太子申生號恭君其後氏焉出國語九容切陸以恭蜙樅等入冬韻非也十
628,65,龔,姓也漢有龔遂
629,65,供,奉也具也設也給也進也又居用切
630,65,珙,璧也又音拱
631,65,䢼,邑名出異苑又亭名出晉書
632,65,共,共城縣在衛州又渠用切
633,65,𤱨,㽤也
634,65,廾,竦手也說文本居竦切
635,65,髸,髸䯳
636,65,䳍,鳥似雉鳴自呼
637,66,蜙,蜙蝑蟲名息恭切六
638,66,淞,水名在吳又音松
639,66,凇,凍落之皃
640,66,鬆,髮亂皃亦作䯳
641,66,倯,倯恭怯皃
642,66,𢔋,小行恐皃
643,67,樅,木名松葉栢身七恭切又音蹤十二
644,67,鏦,短矛又音窻
645,67,從,從容又疾容秦用二切
646,67,暰,光也張景陽七命云怒目電暰是也
647,67,䗥,螉䗥小蜂生牛馬皮中也
648,67,瑽,瑽瑢佩玉行皃
649,67,摐,打也又音窻
650,67,䐫,肥病
651,67,𥡬,治禾𥡬移
652,67,𧺣,急行也又音蹤
653,67,鬆,髮亂又息恭切
654,67,𨑪,𨑪遷
655,68,銎,斤斧受柄處也曲恭切又許容切二
656,68,𥳎,𥳎籠
657,69,江,江海書有九江尋陽記云烏江蚌江烏白江嘉靡江畎江沔江𥐙江提江菌江亦姓出陳留本顓頊玄孫伯益之後爵封於江陵爲楚所滅後以國爲氏古雙切十一
658,69,扛,舉鼎說文云扛橫關對舉也秦武王與孟說扛龍文之鼎脫臏而死
659,69,杠,旌旗飾一曰牀前橫木
660,69,茳,茳蘺香草
661,69,釭,燈又音工
662,69,矼,石矼石橋也爾雅曰石杠謂之徛字俗從石
663,69,豇,豇豆蔓生白色
664,69,肛,胮肛脹大又許江切
665,69,玒,玉名又音工
666,69,𧢸,舉角
667,69,䜫,䜫谷在南郡
668,70,厖,厚也大也莫江切十四
669,70,駹,黑馬白面
670,70,狵,犬多毛亦作尨
671,70,尨,犬多毛亦作尨
672,70,浝,水名
673,70,哤,語雜亂曰哤
674,70,牻,牛白黑雜
675,70,娏,女神名
676,70,䵨,陰私事也
677,70,㟌,五帋山名在蜀
678,70,蛖,蛖螻螻蛄類
679,70,𥆙,目不明
680,70,痝,病困
681,70,𠈵,不媚
682,71,𦗳,耳中聲也女江切八
683,71,𣰊,髮多
684,71,涳,姓出纂文又音羫
685,71,噥,噥嗔語出字林
686,71,𩟊,強食
687,71,鬞,亂髮
688,71,䁸,目不明
689,71,𪆯,鴻𪆯
690,72,囪,說文曰在牆曰牖在屋曰囪楚江切九
691,72,窻,說文作窗通孔也釋名曰窻聰也於內見外之聰明也
692,72,牕,說文作窗通孔也釋名曰窻聰也於內見外之聰明也
693,72,窓,俗
694,72,䎫,種也
695,72,堫,種也
696,72,摐,打鐘鼓也
697,72,鏦,短矛也
698,72,𥎋,短矛也
699,73,邦,國也又姓出何氏姓苑博江切四
700,73,𤰫,古文
701,73,梆,木名
702,73,垹,土精如手在地中食之無病
703,74,栙,降䉶帆未張下江切八
704,74,䜶,䜶䝄胡豆
705,74,降,降伏又古巷切
706,74,缸,甖缸
707,74,瓨,甖缸
708,74,洚,說文曰水不遵道一曰下也又古巷切
709,74,夅,服也
710,74,跭,跭𨇯豎立也
711,75,胮,胮脹匹江切又音龐五
712,75,𤵸,胮脹匹江切又音龐五
713,75,𩐨,鼓聲
714,75,𪔔,鼓聲
715,75,𪐿,黑皃
716,76,瀧,南人名湍亦州在嶺南呂江切又音雙二
717,76,䮾,充塞之皃
718,77,雙,偶也兩隻也又姓出姓苑後魏有將軍雙仕洛所江切七
719,77,艭,舽艭船名
720,77,䉶,帆也
721,77,𢥠,懼也左傳云駟氏𢥠
722,77,䝄,豆也
723,77,瀧,水名在郴州界
724,77,𨇯,跭𨇯立也
725,78,龐,姓也出南安南陽二望本周文王子畢公高後封於龐因氏焉魏有龐涓薄江切五
726,78,逄,姓也出北海左傳齊有逄丑父
727,78,胮,胮肛脹大皃
728,78,𩐨,鼓聲
729,78,舽,舽舡船名
730,79,肛,許江切四
731,79,啌,啌瞋語出聲譜
732,79,谾,空谷皃
733,79,舡,舽舡船皃名
734,80,胦,胦肛不伏人握江切一
735,81,腔,羊腔也苦江切十二
736,81,𤟄,羊腔也苦江切十二
737,81,羫,古文
738,81,控,打也又苦貢切
739,81,椌,椌楬
740,81,悾,信也愨也又音空
741,81,跫,蹋地聲
742,81,涳,直流
743,81,崆,崆㟅山皃又音空
744,81,𩩝,𩪘𩩝尻骨
745,81,㾤,喉中病
746,81,㼹,㼹甎𤮇也
747,82,幢,旛幢釋名曰幢幢也其皃幢幢然也宅江切六
748,82,撞,撞突也學記曰善待問者如撞鐘撞擊也
749,82,橦,木名又音鍾童
750,82,𣃘,旌旗杠皃出說文又丑善切
751,82,噇,喫皃
752,82,𩪘,𩪘𩩝尻骨
753,83,憃,愚也丑江切又丑龍切又抽用切五
754,83,䚎,視不明也一曰直視又丑巷切
755,83,𥡟,黍𥡟不實也
756,83,䄝,祠不敬也
757,83,𧜧,短敝衣也
758,84,樁,橛也都江切二
759,84,𣻛,深水立𣻛
760,85,㟅,五江切一
761,86,淙,水流皃士江切又才宗切四
762,86,鬃,髻高皃
763,86,㼻,甖也出方言
764,86,𩞐,饞𩞐愛食
765,87,支,支度也支持也亦姓何氏姓苑云琅邪人後趙錄有司空支雄又漢複姓莊子有支離益善屠龍章移切二十九
766,87,𥾣,縴𥾣挽船繩也
767,87,只,專辝又之爾切
768,87,汥,水都名
769,87,㲍,㲔㲍者輕毛皃
770,87,巵,酒器
771,87,梔,梔子木實可染黃
772,87,枝,枝柯又漢複姓左傳楚大夫枝如子弓
773,87,衹,適也又巨支切
774,87,㽻,疾也
775,87,衼,衹衼尼法衣也衹音歧
776,87,肢,肢體
777,87,胑,
778,87,𨈛,並上同
779,87,禔,福也又是支切
780,87,馶,馬強
781,87,氏,月氏國名又閼氏匈奴皇后也又精是二音
782,87,疻,毁傷
783,87,㩼,多也又音寘
784,87,鳷,鳥名漢武帝造鳷鵲觀在雲陽甘泉宮外
785,87,䧴,鳥名漢武帝造鳷鵲觀在雲陽甘泉宮外
786,87,觶,本音寘今作奉觶字
787,87,榰,爾雅曰榰柱也謂相榰柱也
788,87,㯄,玉篇云木盛
789,87,𪂅,土精如鴈一足黃色毁之殺人
790,87,𧌔,蟲名似蜥蜴能吞人
791,87,眵,目汁凝尺支切
792,87,䡋,䡋軝長轂
793,87,𩍲,皮鞁
794,88,移,遷也遺也延也徙也易也說文曰禾相倚移也又官曹公府不相臨敬則爲移書箋表之類也亦姓風俗通云漢有弘農太守移良弋支切三十二
795,88,䄬,遷也遺也延也徙也易也說文曰禾相倚移也又官曹公府不相臨敬則爲移書箋表之類也亦姓風俗通云漢有弘農太守移良弋支切三十二
796,88,迻,說文遷也
797,88,𠩗,說文歠也
798,88,杝,木名
799,88,鉹,方言云涼州呼甑又音侈
800,88,袲,宋地名又音侈
801,88,箷,衣架
802,88,𥠥,上同又榻前几
803,88,㥴,忯㥴不憂事
804,88,詑,詑詑自得皃又淺意也
805,88,簃,樓閣邊小屋又音池
806,88,䔟,萎䔟草
807,88,熪,燫熪火不絕皃
808,88,扅,扊扅戶扃
809,88,衪,衣袖
810,88,暆,東暆縣在樂浪
811,88,迆,逶迆又移爾切
812,88,𤝻,獸名似犬尾白目喙赤出則大兵
813,88,栘,扶栘木名又成兮切
814,88,歋,歋𢋅手相弄人亦作擨又以遮切
815,88,酏,酒也又羊氏切
816,88,匜,杯匜似桸可以注水又羊氏切
817,88,拸,加也
818,88,謻,埤蒼云冰室門名
819,88,𠗺,埤蒼云冰室門名
820,88,蛇,蜲蛇莊子所謂紫衣而朱冠又蛇丘縣名又神遮切
821,88,虵,俗
822,88,螔,爾雅曰蚹蠃螔蝓注謂即蝸牛也
823,88,𠐀,𠐀𢋅
824,88,𣣢,笑𣣢
825,88,䬁,小旋風咸陽有之小䬁於地也
826,89,爲,爾雅曰作造爲也說文曰母猴也又姓風俗通云漢有南郡太守爲昆薳支切又王僞切六
827,89,為,俗
828,89,潙,水名在新陽
829,89,䧦,阪名在鄭又王詭切
830,89,鄬,地名
831,89,𩻟,大魚又許爲切
832,90,嬀,水名亦州春秋時屬燕秦爲上谷郡漢爲潘縣武德初置北燕州貞觀改爲嬀州因木爲名又姓文士傳有嬀覽居爲切二
833,90,潙,水名又音爲
834,91,𪎮,說文曰旌旗所以指𪎮也亦作麾許爲切六
835,91,麾,說文曰旌旗所以指𪎮也亦作麾許爲切六
836,91,噅,口不言正
837,91,撝,說文曰裂也易曰撝謙注謂指撝皆謙也
838,91,𩻟,大魚又音爲
839,91,䧦,鄭地
840,92,逶,逶迆於爲切十一
841,92,𣨙,枯死
842,92,萎,蔫也
843,92,㮃,田器
844,92,覣,好視
845,92,蜲,蜲蛇
846,92,痿,痹濕病也
847,92,倭,順皃
848,92,委,委委佗佗美也
849,92,䴧,鹿肉
850,92,蟡,涸水精一身兩頭似蛇以名呼之可取魚鼈
851,93,糜,糜粥靡爲切九
852,93,縻,繫也又縻爵易作靡
853,93,㸏,㸏爛
854,93,𪎕,散也
855,93,蘼,薔蘼虋冬也又世彼切
856,93,䊳,䊳碎
857,93,𪎭,𪎭穄別名
858,93,𦗕,乘輿金耳
859,93,醿,酴醿酒也
860,94,隓,毀也說文曰敗城𨸏曰隓許規切九
861,94,墮,毀也說文曰敗城𨸏曰隓許規切九
862,94,隳,俗
863,94,眭,眭盱健皃又息爲切盱音吁
864,94,觿,角錐童子佩之說文曰觿角銳耑可以解結也又戶圭切
865,94,睢,仰目也
866,94,䜐,相毀之言
867,94,鑴,大鍾又戶圭切
868,94,蘳,華黃也又果實也
869,95,鬌,髮落直垂切又大果切三
870,95,錘,八銖又馳僞切
871,95,甀,甖也
872,96,𡍮,幾也疆也說文曰遠邊也是爲切十
873,96,垂,幾也疆也說文曰遠邊也是爲切十
874,96,陲,邊也說文危也
875,96,倕,重也黃帝時巧人名倕
876,96,𦈼,小口甖也
877,96,𨿠,鴟鳥
878,96,圌,山名在吳都又市緣切
879,96,篅,盛榖圓𥫱
880,96,𥳙,盛榖圓𥫱
881,96,𠃀,草木華葉縣
882,97,羸,瘦也力爲切二
883,97,𡰠,膝病
884,98,吹,吹噓昌垂切又尺僞切三
885,98,炊,炊爨
886,98,䶴,習管古文作龡又尺僞切
887,99,鈹,大針也又劒如刀裝者敷羈切十二
888,99,帔,又芳髮切
889,99,鮍,魚鮍
890,99,披,又作翍開也分也散也
891,99,𤱍,耕也
892,99,耚,耕也
893,99,狓,狓猖皃出新字林
894,99,翍,羽張之皃
895,99,旇,旗靡
896,99,秛,禾租
897,99,𤿎,器破而未離又皮美切
898,99,㱟,開肉又匹靡切
899,100,陂,書傳云澤障曰陂彼爲切十一
900,100,詖,辯辝又音祕
901,100,碑,釋名曰本葬時所設臣子追述君父之功美以書其上
902,100,羆,爾雅曰羆如熊黃白文孝經援神契曰赤羆見則姦宄自遠也
903,100,𥀍,古文
904,100,𨰟,玉篇云耜屬也
905,100,𤜑,牛名又音皮
906,100,𨧦,鋸鉏也
907,100,𥶓,竹名
908,100,襬,關東人呼裙也
909,100,藣,草名又彼義切
910,101,隨,從也順也又姓風俗通云隨侯之後漢有博土隨何後漢有扶風隨蕃旬爲切三
911,101,隋,國名本作隨左傳曰漢東之國隨爲大漢初爲縣後魏爲郡又改爲州隋文帝去辵
912,101,𥶻,𥶻籠
913,102,虧,缺也俗作𧇾去爲切一
914,103,闚,小視去隨切二
915,103,窺,小視去隨切二
916,104,奇,異也說文作奇又虜複姓後魏書奇斤氏後改爲奇氏渠羈切又居宜切十
917,104,琦,玉名
918,104,騎,說文曰跨馬也又其寄切
919,104,鵸,鵸䳜鳥似烏三首六尾自爲牝牡善笑䳜音余出山海經
920,104,弜,強也又其丈切
921,104,鬾,小兒鬼
922,104,碕,曲岸又巨支切
923,104,𢺷,木別生也
924,104,㩽,上同又橫首枝皃
925,104,錡,釜屬又魚綺切
926,105,祇,地祇神也巨支切二十五
927,105,示,上同見周禮本又時至切
928,105,衹,衹衼尼法衣
929,105,岐,山名亦州春秋及戰國時爲秦都漢爲右扶風後魏置雍城鎮又改爲岐州因山而名又姓黃帝時有岐伯
930,105,歧,歧路
931,105,𨙸,邑名在扶風
932,105,馶,勁皃
933,105,疧,病也詩云俾我疧兮
934,105,蚑,蚑蚑蟲行皃又長蚑蠨蛸別名出崔豹古今注
935,105,忯,爾雅云忯忯惕惕愛也
936,105,䞚,說文曰緣大木也一曰行皃
937,105,翄,翄翄飛皃
938,105,𢻚,弓硬皃
939,105,軝,說文曰長轂之軝以朱約之詩曰約軝錯衡
940,105,𩉬,說文曰長轂之軝以朱約之詩曰約軝錯衡
941,105,芪,藥草說文曰芪母也
942,105,汥,說文曰水都也又音支
943,105,跂,行皃又音企
944,105,䲬,雞又云鴈
945,105,蚔,蟲也
946,105,䉻,赤米
947,105,𦭲,繰絲鉤緒
948,105,伎,舒散又音技
949,105,𨱜,長𨱜國名髮長於身
950,105,𠁭,參差也
951,106,犧,犧牲書傳曰色純曰犧許羈切十八
952,106,羲,姓風俗通云堯鄉羲仲之後
953,106,焁,焁欨貪者欲食皃
954,106,桸,枸也
955,106,巇,巇嶮
956,106,羛,地名在魏
957,106,戲,於戲歎辝又姓虙戲氏之後又喜義切
958,106,𤃪,水名在新豐
959,106,曦,日光
960,106,𢹍,擊也
961,106,𧕆,蠡名
962,106,䚙,角匕又火元切
963,106,䖒,古陶器也
964,106,㺣,獸名又曰豕也
965,106,𣤴,吹嚱口聲
966,106,𢨛,相笑之皃
967,106,㚀,毁也
968,106,隵,毁也
969,107,㩻,不正也去奇切十一
970,107,觭,角一俯一仰也
971,107,踦,腳跛又腒綺切
972,107,㱦,死也說文棄也俗語謂死曰大㱦
973,107,崎,崎嶇
974,107,𦖊,一隻
975,107,碕,石橋
976,107,𤘌,虎牙
977,107,㥓,𢜩㥓儉意
978,107,䗁,長腳鼅鼄
979,107,攲,宗廟宥座之器說文又居宜切持去也
980,108,宜,說文本作𡧗所安也俗作宜亦姓出姓苑魚羈切十一
981,108,宐,說文本作𡧗所安也俗作宜亦姓出姓苑魚羈切十一
982,108,𠣨,
983,108,㝖,並古文
984,108,儀,儀容又義也正也亦州名本漢涅縣地秦爲上黨郡武德爲遼州又爲箕州今爲儀州亦姓左傳徐大夫儀楚
985,108,𥫃,儀容又義也正也亦州名本漢涅縣地秦爲上黨郡武德爲遼州又爲箕州今爲儀州亦姓左傳徐大夫儀楚
986,108,䣡,地名在徐
987,108,䴊,鵕䴊神鳥
988,108,轙,車上環轡所貫也又音蟻
989,108,涯,水畔也又五佳切
990,108,崖,崖岸又五佳切
991,109,皮,皮膚也釋名曰皮被也被覆體也亦姓出下邳符羈切六
992,109,疲,勞也乏也
993,109,郫,郫縣名在蜀
994,109,罷,倦也亦止也又音矲
995,109,㯅,木下交支皃又符支切
996,109,犤,下小牛也
997,110,提,羣飛皃是支切又弟泥切十二
998,110,𦑡,羣飛皃是支切又弟泥切十二
999,110,㖷,鳥鳴
1000,110,匙,匕也
1001,110,䈕,說文曰簧屬
1002,110,堤,堤封頃畝漢書作提顏師古曰提封者大舉其封疆也提音題
1003,110,禔,福也亦安也喜也又音支
1004,110,𦳚,𦳚母即知母草出字林
1005,110,忯,愛也
1006,110,姼,姼母也又尺氏切
1007,110,眂,眂眂役目
1008,110,𣏚,碓衡
1009,111,兒,嬰兒又虜姓官氏志云賀兒氏後改爲兒氏汝移切四
1010,111,𠒆,嬰兒又虜姓官氏志云賀兒氏後改爲兒氏汝移切四
1011,111,唲,曲從皃楚詞云喔咿嚅唲
1012,111,婼,前漢西域傳有婼羌
1013,112,離,近曰離遠曰別說文曰離黃倉庚鳴則蠶生今用鸝爲鸝黃借離爲離別也又姓孟軻門人有離婁呂支切三十七
1014,112,籬,笊籬又爾雅曰樊藩也郭璞云謂藩籬也
1015,112,醨,酒薄
1016,112,罹,心憂
1017,112,璃,琉璃
1018,112,酈,魯地名又音歷
1019,112,𣀷,陳也又力米切
1020,112,驪,馬深黑色又姓驪戎國之後
1021,112,𪖂,𪖂𪕭小鼠相銜行也
1022,112,樆,山梨
1023,112,鸝,鸝黃
1024,112,鵹,鸝黃
1025,112,𪅆,上同又𪂈𪅆自爲牝牡
1026,112,縭,婦人香纓
1027,112,褵,玉篇云衣帶也
1028,112,蘺,江蘺蘪蕪別名
1029,112,䕻,草木附地生也
1030,112,麗,東夷國名又盧計切
1031,112,离,明也又卦名案易本作離又丑知切
1032,112,䍦,接䍦白帽
1033,112,㰚,柴㰚也
1034,112,蠡,匈奴傳有谷蠡也谷音鹿
1035,112,䅻,長沙人謂禾二把爲䅻
1036,112,孋,孋姬本亦作驪
1037,112,漓,水滲入地
1038,112,灕,淋灕秋雨也
1039,112,𧕯,蚰蜒別名
1040,112,㷰,帷中火也又丑知切
1041,112,𧕮,螹𧕮蟲名
1042,112,攡,太玄經云張也
1043,112,黐,黏也又丑知切
1044,112,矖,矖瞜也
1045,112,穲,穲穲黍稷行列
1046,112,𢟢,多端又思之也
1047,112,𢥗,多端又思之也
1048,112,謧,弄言
1049,112,劙,分破也
1050,113,疵,黑病疾移切八
1051,113,骴,殘骨又音自
1052,113,玼,玉病又七禮切
1053,113,茈,𦽏茈草
1054,113,𣐑,無𣐑木一名棆
1055,113,胔,人子腸名
1056,113,飺,嫌食皃
1057,113,鴜,𪇳鴜水鳥似魚虎蒼黑色又即知切
1058,114,貲,貨也財也即移切十六
1059,114,頿,說文云口上須俗作髭
1060,114,鴜,𪇳鴜又疾移切
1061,114,𪕊,鼠名似雞
1062,114,鮆,魚名又才禮切
1063,114,訾,思也又姓何氏姓苑云今齊人本姓蔡氏漢元帝功臣表有樓虛侯訾順
1064,114,鄑,鄑城名海在北
1065,114,㠿,布名
1066,114,媊,說文云甘氏星經曰太白上公妻曰女媊居南斗食厲天下祭之曰明星又音翦
1067,114,𨚖,谷名
1068,114,㰣,歐也又子賜切
1069,114,鈭,鈭錍斧也又千支切
1070,114,姕,婦人皃又疾支此移二切
1071,114,𦺱,菜名
1072,114,䖪,蟲似蟬
1073,114,觜,觜星爾雅曰娵觜之口營室東壁也又遵誅切
1074,115,羈,馬絆也又馬絡也居宜切九
1075,115,畸,殘田
1076,115,羇,寄也
1077,115,掎,掎角又居綺切
1078,115,攲,以箸取物也說文曰持去也又起宜切
1079,115,奇,不偶也又虧也又渠羈切
1080,115,㱦,棄也又丘奇切
1081,115,妓,妓姕態皃又渠綺切
1082,115,躸,躸身單皃
1083,116,卑,下也賤也亦姓蔡邕胡太傅碑有太傅掾鴈門卑整府移切十一
1084,116,鵯,鵯鶋鳥又音匹
1085,116,椑,木名似柹荊州記曰宜都出大椑潘岳閑居賦云烏椑之柹
1086,116,箄,取魚竹器
1087,116,裨,裨補也增也與也附也助也又音陴
1088,116,鞞,牛鞞縣在蜀又薄迷脯鼎二切
1089,116,𩔹,須髮半白
1090,116,庳,下也又音婢
1091,116,渒,水名
1092,116,錍,鈭錍斧也
1093,116,𢃍,冕也
1094,117,陴,城上女牆也符支切十五
1095,117,𩫫,籀文
1096,117,焷,缹也
1097,117,脾,說文曰土藏也釋名曰脾裨也在胃下裨助胃氣主化榖也
1098,117,䴽,麴餅
1099,117,埤,附也增也又音婢
1100,117,裨,副將又姓鄭有大夫裨竈
1101,117,蜱,爾雅曰蟷蠰其子蜱蛸郭璞云蟷蠰螗螂別名
1102,117,𧓎,爾雅曰蟷蠰其子蜱蛸郭璞云蟷蠰螗螂別名
1103,117,螷,爾雅曰蜌蠯螷即蚌屬也又薄佳切又薄猛切
1104,117,蠯,爾雅曰蜌蠯螷即蚌屬也又薄佳切又薄猛切
1105,117,㯅,木下枝也
1106,117,郫,郫邵晉邑亦姓出姓苑
1107,117,𪌈,𪌈䴻麥麵
1108,117,紕,飾緣邊也
1109,118,䌳,繒似布說文曰粗緒也式支切十二
1110,118,絁,俗
1111,118,施,施設亦姓左傳魯大夫施伯何氏姓苑云今沛人又式豉以寘二切
1112,118,葹,卷葹草名拔心不死
1113,118,䙾,𧠪䙾面柔也本亦作戚施
1114,118,鍦,短矛
1115,118,鉈,上同說文本食遮切
1116,118,鸍,似鴨而小又音彌
1117,118,𪓿,𪓰𪓿蟾蜍別名
1118,118,䗐,米榖中蟲
1119,118,𧠜,誘𧠜
1120,118,𢻫,說文敷也
1121,119,斯,此也說文曰析也詩曰斧以斯之又姓吳志賀齊傳有剡縣史斯從息移切二十六
1122,119,虒,似虎有角能行水中
1123,119,𩆵,小雨
1124,119,榹,榹桃山桃
1125,119,㴲,涯也又水名出趙國
1126,119,廝,廝養也役也使也
1127,119,㒋,廝養也役也使也
1128,119,凘,凌凘
1129,119,磃,館名
1130,119,㾷,痠㾷疼痛又斯齊切
1131,119,傂,傂祁地名在絳西臨汾水本亦作虒
