識別號,上字表識別號,下字表識別號,切語,拼音,小韻字,目次編碼,小韻字序號,小韻字集,字數,聲母,聲母拼音碼,發音部位,清濁,發送收,韻母,韻母拼音碼,調,調號,備註,原有備註,異體字,其它備註,
3631,30,280,査獲,cok8,䞰,5.21麥,8,䞰䟄,2,崇,c,正齒近齒頭,全濁,,耕合2促聲,ok,入,8,,,,,
3632,28,276,楚革,chik4,策,5.21麥,9,策冊笧嫧䶦筴𣆩矠憡皟㥽𧶷拺柵,16,初,ch,正齒近齒頭,次清,送氣,耕開2促聲,ik,入,4,,,,,
3633,18,276,楷革,khik4,礊,5.21麥,10,礊𩱝䙐緙罊諽,7,溪,kh,牙音,次清,送氣,耕開2促聲,ik,入,4,,,,,
3634,37,280,呼麥,hok4,剨,5.21麥,11,剨繣𦑌㦎劃捇掝㖪礊䐸焃㩇𢄶𨐶𥊮湱𤷇䦝𤁹䬉𠜻,28,曉,h,喉音,次清,送氣,耕合2促聲,ok,入,4,,,,,
3635,38,276,下革,hik8,覈,5.21麥,12,覈繳䃒翮㮝核𤈧滆蒚,10,匣,h,喉音,全濁,送氣,耕開2促聲,ik,入,8,,,,,
3636,17,276,古核,kik4,隔,5.21麥,13,隔膈搹鬲槅革𥴩𢡍諽䪂𧈑䨣𥉅𦑜𩹺嗝,22,見,k,牙音,全清,發聲,耕開2促聲,ik,入,4,,,,,
3637,13,276,陟革,tik4,摘,5.21麥,14,摘謫讁𤟍棏𡇠䊞厇矺,11,知,t,舌上音,全清,發聲,耕開2促聲,ik,入,4,,,[嘀],,
3638,36,276,於革,Øik4,戹,5.21麥,15,戹厄搤㧖軶阸豟呝𪕶貖蚅𩚬啞𧠞,17,影,Ø,喉音,全清,發聲,耕開2促聲,ik,入,4,,,(扼)(軛)(呃)(阨),,
3639,32,276,山責,sik4,栜,5.21麥,16,栜𣽤㾊䨛摵愬擌拺𡩡索溹䪂虩㳻,16,生,s,正齒近齒頭,全清,送氣,耕開2促聲,ik,入,4,,,,,
3640,2,280,普麥,phok4,𢶉,5.21麥,17,𢶉糪,3,滂,ph,重脣音,次清,送氣,耕合2促聲,ok,入,4,,,,,
3641,20,276,五革,gik8,虉,5.21麥,18,虉鳽䩹㣂,4,疑,g,牙音,次濁,收聲,耕開2促聲,ik,入,8,,,,,
3642,41,276,力摘,lik8,礐,5.21麥,19,礐𥖪,3,來,l,半舌,次濁,收聲,耕開2促聲,ik,入,8,,,,,
3643,26,280,簪摑,cok4,㩇,5.21麥,20,㩇,1,莊,c,正齒近齒頭,全清,發聲,耕合2促聲,ok,入,4,,,,,
3644,32,280,砂獲,sok4,𢷾,5.21麥,21,𢷾,2,生,s,正齒近齒頭,全清,送氣,耕合2促聲,ok,入,4,,,,,
3645,19,280,求獲,kok8,𧾛,5.21麥,22,𧾛,2,群,k,牙音,全濁,,耕合2促聲,ok,入,8,,,,,
3646,16,276,尼戹,lik8,疒,5.21麥,23,疒䭆眲,3,娘,l,舌上音,次濁,收聲,耕開2促聲,ik,入,8,,,,,
3647,24,284,思積,sik4,昔,5.22昔,1,昔𦠡腊惜潟磶舄𩍆蕮鬄䯜𩾼焟棤,17,心,s,齒頭音,全清,送氣,清開3促聲,ik,入,4,,,,,
3648,21,284,資昔,cik4,積,5.22昔,2,積脊蹐借迹跡速踖𪃹鰿𧐐𩺀鯽蹟𤁢襀䃊庴,22,精,c,齒頭音,全清,發聲,清開3促聲,ik,入,4,,,,,
3649,36,284,伊昔,Øik4,益,5.22昔,3,益謚嗌𨜶齸膉𦶩𪕶,11,影,Ø,喉音,全清,發聲,清開3促聲,ik,入,4,,,,,
3650,39,284,羊益,Øik8,繹,5.22昔,4,繹睪亦弈奕帟譯懌斁驛嶧醳腋掖䘸易液痬蜴埸圛襗射墿焲𥜃㴒燡𦔥𡱿㘁𤑹𠓋,38,以,Ø,喉音,次濁,發聲,清開3促聲,ik,入,8,,,燡(燚),,
3651,33,284,施隻,sik4,釋,5.22昔,5,釋𥼶檡適奭郝睗晹𡣪𦔥螫𩮜㚒冟䁺襫,20,書,s,正齒近舌上,全清,送氣,清開3促聲,ik,入,4,,,[哧],,
3652,29,284,昌石,chik4,尺,5.22昔,6,尺赤烾蚇㡿斥㚖郝滷𠧚𠧵,13,昌,ch,正齒近舌上,次清,送氣,清開3促聲,ik,入,4,,,,,
3653,34,284,常隻,sik8,石,5.22昔,7,石碩祏鉐䄷鼫䲽,7,禪,s,正齒近齒頭,全濁,送氣,清開3促聲,ik,入,8,,,,,
3654,27,284,之石,cik4,隻,5.22昔,8,隻適炙墌摭拓蹠跖䗪𩀝䞠𠪮䘸,15,章,c,正齒近舌上,全清,發聲,清開3促聲,ik,入,4,,,,,
3655,15,284,直炙,tik8,擲,5.22昔,9,擲擿䵂躑蹢𧓸潪,8,澄,t,舌上音,全濁,,清開3促聲,ik,入,8,,,,,
3656,22,268,七迹,chik4,皵,5.22昔,10,皵磧刺𧻕洓䟄𧙞嫧,10,清,ch,齒頭音,次清,送氣,庚開3促聲,ik,入,4,,,,,
3657,25,284,祥易,sik8,席,5.22昔,11,席夕穸汐𨛳蓆,7,邪,s,齒頭音,全濁,送氣,清開3促聲,ik,入,8,,,,,
3658,23,284,秦昔,cik8,籍,5.22昔,12,籍踖𨆮藉耤塉瘠庴猎葃膌䣢簎,14,從,c,齒頭音,全濁,,清開3促聲,ik,入,8,,,,,
3659,7,284,房益,hik8,擗,5.22昔,13,擗椑躃闢辟㱸𩪧萆𣮐,11,奉,h,輕脣音,全濁,,清開3促聲,ik,入,8,,,,,
3660,39,284,營隻,Øik8,役,5.22昔,14,役䓈疫𩷍坄垼炈𪁛鈠𩂹豛𧈻,16,以,Ø,喉音,次濁,發聲,清開3促聲,ik,入,8,,,,,
3661,37,288,許役,hik4,瞁,5.22昔,15,瞁𥆛,3,曉,h,喉音,次清,送氣,清合3促聲,ik,入,4,,,,,
3662,1,284,必益,pik4,辟,5.22昔,16,辟璧鐴躄𣦢襞𨐨,9,幫,p,重脣音,全清,發聲,清開3促聲,ik,入,4,,,(𤩹),,
3663,6,284,芳辟,hik4,僻,5.22昔,17,僻辟癖廦,4,敷,h,輕脣音,次清,送氣,清開3促聲,ik,入,4,,,,,
3664,35,284,食亦,sik8,麝,5.22昔,18,麝射,2,船,s,正齒近舌上,全濁,送氣,清開3促聲,ik,入,8,,,,,
3665,1,288,彼役,pik4,碧,5.22昔,19,碧,1,幫,p,重脣音,全清,發聲,清合3促聲,ik,入,4,,,,,
3666,13,284,竹益,tik4,𪐏,5.22昔,20,𪐏,2,知,t,舌上音,全清,發聲,清開3促聲,ik,入,4,,,,,
3667,14,284,丑亦,thik4,彳,5.22昔,21,彳𤭏,3,徹,th,舌上音,次清,送氣,清開3促聲,ik,入,4,,,,,
3668,27,288,之役,cik4,𦳮,5.22昔,22,𦳮,2,章,c,正齒近舌上,全清,發聲,清合3促聲,ik,入,4,,,,,
3669,22,288,七役,chik4,𥄎,5.22昔,23,𥄎𢔠,4,清,ch,齒頭音,次清,送氣,清合3促聲,ik,入,4,,,,,
3670,24,292,先擊,sik4,錫,5.23錫,1,錫析㭊裼皙緆𪎥蜥菥淅惁𧋐㱤,15,心,s,齒頭音,全清,送氣,青開4促聲,ik,入,4,,,晰,,
3671,17,292,古歷,kik4,激,5.23錫,2,激擊墼轚獥敫𦼷𡫀鸄,11,見,k,牙音,全清,發聲,青開4促聲,ik,入,4,,,,,
3672,2,292,普擊,phik4,霹,5.23錫,3,霹劈澼憵䤨癖僻,7,滂,ph,重脣音,次清,送氣,青開4促聲,ik,入,4,,,,,
3673,41,292,郎擊,lik8,靂,5.23錫,4,靂䟐酈癧轢鎘䥶礫瓅秝櫪䍽櫟𩽏歷曆藶瀝磿寥鬲㽁蒚皪𥌮䍥躒䟏𪙽𤪢厤攊䮥𧙉䤙𡳸𦠓𨢌㔏𪅼觻𥽗擽濼蝷,55,來,l,半舌,次濁,收聲,青開4促聲,ik,入,8,,,壢嚦,,
3674,9,292,都歷,tik4,的,5.23錫,5,的適嫡甋靮鏑馰滴肑弔芍蹢䶂玓樀𪄱𦉹𥕐𥐝扚𣂉啇魡㣿𨑩杓,32,端,t,舌頭音,全清,發聲,青開4促聲,ik,入,4,,,,,
3675,38,292,胡狄,hik8,檄,5.23錫,6,檄覡薂𪕯鸄獥椺䚫,9,匣,h,喉音,全濁,送氣,青開4促聲,ik,入,8,,,,,
3676,20,292,五歷,gik8,鷁,5.23錫,7,鷁鶂艗𠩫虉,6,疑,g,牙音,次濁,收聲,青開4促聲,ik,入,8,,,,,
3677,11,292,徒歷,tik8,荻,5.23錫,8,荻狄敵籊翟迪覿𧠫笛篴糴籴邮滌蓧蔋踧䌦𩷎䵂樀頔梑䊮䢮㹍苖滷㣙,31,定,t,舌頭音,全濁,,青開4促聲,ik,入,8,刪藋,,,,
3678,10,292,他歷,thik4,逖,5.23錫,9,逖逷倜趯䢰剔𠜓詆惕䯜硩摘踢䚐𩮜𤈥蓨籊悐𢞒𥊕,26,透,th,舌頭音,次清,送氣,青開4促聲,ik,入,4,詆原作⿰訁氏,,,,
3679,21,292,則歷,cik4,績,5.23錫,10,績勣樍𪄸,5,精,c,齒頭音,全清,發聲,青開4促聲,ik,入,4,,,,,
3680,18,292,苦擊,khik4,燩,5.23錫,11,燩𢶡𣪠喫𠿊𥍰𢿣𢞒䍊,15,溪,kh,牙音,次清,送氣,青開4促聲,ik,入,4,,,,,
3681,12,292,奴歷,lik8,惄,5.23錫,12,惄𧗂溺愵,5,泥,l,舌頭音,次濁,收聲,青開4促聲,ik,入,8,,,,,
3682,23,292,前歷,cik8,寂,5.23錫,13,寂𡧘𡧯𠴫䚐,8,從,c,齒頭音,全濁,,青開4促聲,ik,入,8,,,,,
3683,4,292,莫狄,bik8,覓,5.23錫,14,覓覛幎幦𧜀䮭糸鼏羃汨㵋漞冂䖑蓂𧱻覭䌐𪒄䈿濗𧐎塓,27,明,b,重脣音,次濁,收聲,青開4促聲,ik,入,8,,,(冪)(冖),,
3684,7,292,扶歷,hik8,甓,5.23錫,15,甓鷿椑㱸,4,奉,h,輕脣音,全濁,,青開4促聲,ik,入,8,,,(鸊),,
3685,1,292,北激,pik4,壁,5.23錫,16,壁鼊繴廦綼𧲜,7,幫,p,重脣音,全清,發聲,青開4促聲,ik,入,4,,,,,
3686,18,296,苦鶪,khik4,闃,5.23錫,17,闃䠐,2,溪,kh,牙音,次清,送氣,青合3促聲,ik,入,4,,,,,
3687,17,296,古闃,kik4,郹,5.23錫,18,郹狊鶪湨鼳犑𠋬,8,見,k,牙音,全清,發聲,青合3促聲,ik,入,4,,,,,
3688,22,292,倉歷,chik4,戚,5.23錫,19,戚慼𧒕鼜鏚𪒑𧠪慽𧐶𦸗磩,16,清,ch,齒頭音,次清,送氣,青開4促聲,ik,入,4,,,,,
3689,37,292,許激,hik4,赥,5.23錫,20,赥䦧𥍠𤄎𧨃䈪㤸𣣉㦦,13,曉,h,喉音,次清,送氣,青開4促聲,ik,入,4,,,(鬩),,
3690,37,296,呼狊,hik4,𥍟,5.23錫,21,𥍟砉瞁𥆛狊焱殈,9,曉,h,喉音,次清,送氣,青合3促聲,ik,入,4,,,,,
3691,14,292,丑歷,thik4,𣤩,5.23錫,22,𣤩𥛚,4,徹,th,舌上音,次清,送氣,青開4促聲,ik,入,4,,,,,
3692,27,300,之翼,cik4,職,5.24職,1,職軄戠織𥋏蟙𧄕䐈樴,11,章,c,正齒近舌上,全清,發聲,蒸開3促聲,ik,入,4,,,,,
3693,15,300,除力,tik8,直,5.24職,2,直犆䐈𡸜,5,澄,t,舌上音,全濁,,蒸開3促聲,ik,入,8,,,值,,
3694,41,300,林直,lik8,力,5.24職,3,力朸屴仂鳨𠢠𣲒𡯄𧲡,13,來,l,半舌,次濁,收聲,蒸開3促聲,ik,入,8,,,(𩾜)泐,,
3695,14,300,恥力,thik4,敕,5.24職,4,敕勅飭淔趩栻侙𪀦鷘恜慗遫荲㽚,15,徹,th,舌上音,次清,送氣,蒸開3促聲,ik,入,4,,,,,
3696,13,300,竹力,tik4,陟,5.24職,5,陟稙,2,知,t,舌上音,全清,發聲,蒸開3促聲,ik,入,4,,,,,
3697,35,300,乗力,sik8,食,5.24職,6,食蝕,2,船,s,正齒近舌上,全濁,送氣,蒸開3促聲,ik,入,8,,,,,
3698,24,300,相即,sik4,息,5.24職,7,息㮩鄎瘜蒠熄𦞜䭒㴧𥰝𪄛,14,心,s,齒頭音,全清,送氣,蒸開3促聲,ik,入,4,,,[媳],,
3699,34,300,常職,sik8,寔,5.24職,8,寔湜殖植埴𢨀㨁遈,9,禪,s,正齒近齒頭,全濁,送氣,蒸開3促聲,ik,入,8,𡑌中土原在日下,,,,
3700,33,300,賞職,sik4,識,5.24職,9,識式拭𢂑軾飾𥿮鉽烒𧄹,13,書,s,正齒近舌上,全清,送氣,蒸開3促聲,ik,入,4,,,,,
3701,37,300,許極,hik4,赩,5.24職,10,赩䀌䵱𥈜𢤋,7,曉,h,喉音,次清,送氣,蒸開3促聲,ik,入,4,,,,,
3702,30,300,士力,cik8,崱,5.24職,11,崱𡸦溭萴,5,崇,c,正齒近齒頭,全濁,,蒸開3促聲,ik,入,8,𡸦下从夨,,,,
3703,19,300,渠力,kik8,極,5.24職,12,極,1,群,k,牙音,全濁,,蒸開3促聲,ik,入,8,,,,,
3704,16,300,女力,lik8,匿,5.24職,13,匿𧈟𧏾㥾恧𩺱,9,娘,l,舌上音,次濁,收聲,蒸開3促聲,ik,入,8,,,,,
3705,28,300,初力,chik4,測,5.24職,14,測惻畟𦔎𡍫䔴,8,初,ch,正齒近齒頭,次清,送氣,蒸開3促聲,ik,入,4,,,,,
3706,36,300,於力,Øik4,憶,5.24職,15,憶億臆肊𠶷繶醷澺薏𦺳䗷𩍖檍𣚍抑𡊁癔,22,影,Ø,喉音,全清,發聲,蒸開3促聲,ik,入,4,,,,,
3707,32,300,所力,sik4,色,5.24職,16,色㱇嗇𩍙穡薔轖繬濇䉢嬙𧒗懎𩕡𠢳,19,生,s,正齒近齒頭,全清,送氣,蒸開3促聲,ik,入,4,,,,,
3708,18,300,丘力,khik4,䩯,5.24職,17,䩯,1,溪,kh,牙音,次清,送氣,蒸開3促聲,ik,入,4,,,,,
3709,17,300,紀力,kik4,殛,5.24職,18,殛㥛襋棘亟㻷悈𡕮蕀苟𧩦,13,見,k,牙音,全清,發聲,蒸開3促聲,ik,入,4,,,,,
3710,39,300,與職,Øik8,弋,5.24職,19,弋翊翌廙黓翼𩙺𦏵䴬隿𧃟㚤潩杙芅㔴𧾰𨙒𥡪蛡𢦭𢖺瀷𢎀𠥦熼釴𤼌𧑌𦔜䄩𢓀䘝䣧,48,以,Ø,喉音,次濁,發聲,蒸開3促聲,ik,入,8,,,,,
3711,21,300,子力,cik4,即,5.24職,20,即卽稷㮨㹄蝍楖畟𨂢鯽𤠎堲䐚唧𪃹揤,19,精,c,齒頭音,全清,發聲,蒸開3促聲,ik,入,4,,,,,
3712,1,300,彼側,pik4,逼,5.24職,21,逼偪皕幅楅䮠湢䫾㘠皀,10,幫,p,重脣音,全清,發聲,蒸開3促聲,ik,入,4,,,,,
3713,40,300,雨逼,Øik8,域,5.24職,22,域蜮罭棫㚜𪂉𦈸琙𪑝緎䮙魊淢𦱂,18,云,Ø,喉音,次濁,發聲,蒸開3促聲,ik,入,8,,,,,
3714,37,300,況逼,hik4,洫,5.24職,23,洫侐䦗閾𨵨𥄎㰲𤷇𪑝緎𦑍𠷾淢𧹭,21,曉,h,喉音,次清,送氣,蒸開3促聲,ik,入,4,,,,,
3715,6,300,芳逼,hik4,堛,5.24職,24,堛愊踾𤗚𩜰揊稫副畐䦼𢾇㽬疈,16,敷,h,輕脣音,次清,送氣,蒸開3促聲,ik,入,4,,,,,
3716,26,300,阻力,cik4,稄,5.24職,25,稄𥟔𣅔𢯩仄𣅦㳁萴側夨𠨮,16,莊,c,正齒近齒頭,全清,發聲,蒸開3促聲,ik,入,4,𥟔右下从夨,,(昃),,
3717,7,300,符逼,hik8,愎,5.24職,26,愎腷𤐧𥻅𤗚馥踾鶝,11,奉,h,輕脣音,全濁,,蒸開3促聲,ik,入,8,,,,,
3718,20,300,魚力,gik8,嶷,5.24職,27,嶷薿㘈懝觺,5,疑,g,牙音,次濁,收聲,蒸開3促聲,ik,入,8,,,,,
3719,23,300,秦力,cik8,堲,5.24職,28,堲垐𢯩,4,從,c,齒頭音,全濁,,蒸開3促聲,ik,入,8,,,,,
3720,9,300,丁力,tik4,𡮞,5.24職,29,𡮞𣮊𢕚,6,端,t,舌頭音,全清,發聲,蒸開3促聲,ik,入,4,,,,,
3721,8,300,亡逼,bik8,䁇,5.24職,30,䁇,1,微,b,輕脣音,次濁,收聲,蒸開3促聲,ik,入,8,,,,,
3722,29,300,昌力,chik4,瀷,5.24職,31,瀷𦔫,3,昌,ch,正齒近舌上,次清,送氣,蒸開3促聲,ik,入,4,,,,,
3723,9,304,多則,tik4,德,5.25德,1,德惪㥁䙷得淂𨁽𣌏𠮊,12,端,t,舌頭音,全清,發聲,登開1促聲,ik,入,4,,,,,
3724,21,304,子德,cik4,則,5.25德,2,則𠟻𠟭,5,精,c,齒頭音,全清,發聲,登開1促聲,ik,入,4,,,,,
3725,41,304,盧則,lik8,勒,5.25德,3,勒肋扐仂艻朸𤨕玏泐㔹阞竻,13,來,l,半舌,次濁,收聲,登開1促聲,ik,入,8,,,[鰳],,
3726,18,304,苦得,khik4,刻,5.25德,5,刻克剋勀𡞢,6,溪,kh,牙音,次清,送氣,登開1促聲,ik,入,4,,,(勊)(娔),,
3727,11,304,徒得,tik8,特,5.25德,6,特貣𧈩𧎢樴𤙰棏鴏螣,12,定,t,舌頭音,全濁,,登開1促聲,ik,入,8,,,,,
3728,37,304,呼北,hik4,黑,5.25德,7,黑潶㱄,3,曉,h,喉音,次清,送氣,登開1促聲,ik,入,4,,,[嘿],,
3729,4,304,莫北,bik8,墨,5.25德,8,墨默冒䘃纆万𢄏艒𡣫䁇䁿𤲰,15,明,b,重脣音,次濁,收聲,登開1促聲,ik,入,8,,,,,
3730,23,304,昨則,cik8,賊,5.25德,9,賊𧵪鱡鰂蠈𣿐𦽒,10,從,c,齒頭音,全濁,,登開1促聲,ik,入,8,,,,,
3731,24,304,蘇則,sik4,塞,5.25德,10,塞𡫼寨㥶𢥛,7,心,s,齒頭音,全清,送氣,登開1促聲,ik,入,4,,,,,
3732,1,304,博墨,pik4,北,5.25德,11,北𧉥,3,幫,p,重脣音,全清,發聲,登開1促聲,ik,入,4,,,,,
3733,3,304,蒲北,pik8,菔,5.25德,12,菔蔔僰匐𠣵踣仆菩垘䞳䵗𧟱𢫯,16,並,p,重脣音,全濁,,登開1促聲,ik,入,8,,,,,
3734,38,306,胡國,hong8,或,5.25德,13,或惑蜮䰥𡿿,6,匣,h,喉音,全濁,送氣,登合1舒聲,ong,入,8,,,,,
3735,17,306,古或,kong4,國,5.25德,14,國,1,見,k,牙音,全清,發聲,登合1舒聲,ong,入,4,2->1,,蟈膕馘,,
3736,36,304,愛黑,Øik4,餩,5.25德,15,餩殕,2,影,Ø,喉音,全清,發聲,登開1促聲,ik,入,4,,,,,
3737,38,304,胡得,hik8,劾,5.25德,16,劾,1,匣,h,喉音,全濁,送氣,登開1促聲,ik,入,8,,,,,
3738,12,304,奴勒,lik8,䘅,5.25德,17,䘅䎪𣉘,4,泥,l,舌頭音,次濁,收聲,登開1促聲,ik,入,8,,,,,
3739,17,304,古得,kik4,裓,5.25德,18,裓𢧧孂,4,見,k,牙音,全清,發聲,登開1促聲,ik,入,4,,,,,
3740,22,304,七則,chik4,墄,5.25德,19,墄,1,清,ch,齒頭音,次清,送氣,登開1促聲,ik,入,4,,,,,
3741,2,304,匹北,phik4,覆,5.25德,20,覆𧕡𠣾,5,滂,ph,重脣音,次清,送氣,登開1促聲,ik,入,4,,,,,
3742,37,306,呼或,hong4,𢃤,5.25德,21,𢃤𥇙,4,曉,h,喉音,次清,送氣,登合1舒聲,ong,入,4,,,,,
3743,22,324,七入,chip4,緝,5.26緝,1,緝葺諿𧚨𪔪咠,8,清,ch,齒頭音,次清,送氣,侵開3促聲,ip,入,4,,,,,
3744,34,324,是執,sip8,十,5.26緝,2,十什拾褶,4,禪,s,正齒近齒頭,全濁,送氣,侵開3促聲,ip,入,8,,,,,
3745,27,324,之入,cip4,執,5.26緝,3,執汁瓡䥍𡠗慹,7,章,c,正齒近舌上,全清,發聲,侵開3促聲,ip,入,4,,,,,
3746,25,324,似入,sip8,習,5.26緝,4,習襲隰鰼騽飁槢𪄶𦸚𥱵䒁褶霫,16,邪,s,齒頭音,全濁,送氣,侵開3促聲,ip,入,8,,,,,
3747,23,324,秦入,cip8,集,5.26緝,5,集輯檝亼𠦫𦺴鏶慹箿,11,從,c,齒頭音,全濁,,侵開3促聲,ip,入,8,,,,,
3748,42,324,人執,jip8,入,5.26緝,6,入廿,2,日,j,半齒,次濁,收聲,侵開3促聲,ip,入,8,,,,,
3749,36,324,伊入,Øip4,揖,5.26緝,7,揖挹,2,影,Ø,喉音,全清,發聲,侵開3促聲,ip,入,4,,,,,
3750,33,324,失入,sip4,溼,5.26緝,8,溼濕䏉,3,書,s,正齒近舌上,全清,送氣,侵開3促聲,ip,入,4,,,,,
3751,21,324,子入,cip4,㗱,5.26緝,9,㗱潗䌖湒咠蓻𧚨葺䁒𥠋㠍,13,精,c,齒頭音,全清,發聲,侵開3促聲,ip,入,4,,,,,
3752,19,324,其立,kip8,及,5.26緝,10,及𨕤𦶍苙䲯笈㧀,9,群,k,牙音,全濁,,侵開3促聲,ip,入,8,,,,,
3753,15,324,直立,tip8,蟄,5.26緝,11,蟄䐲俋㙷㞏譶,6,澄,t,舌上音,全濁,,侵開3促聲,ip,入,8,,,,,
3754,13,324,陟立,tip4,縶,5.26緝,12,縶𩅀𩢏𡂣,7,知,t,舌上音,全清,發聲,侵開3促聲,ip,入,4,,,,,
3755,41,324,力入,lip8,立,5.26緝,13,立䶘粒笠鴗苙䇐岦砬,9,來,l,半舌,次濁,收聲,侵開3促聲,ip,入,8,,,,,
3756,17,324,居立,kip4,急,5.26緝,14,急汲給伋級芨𦳌㽺彶皀𩾳,13,見,k,牙音,全清,發聲,侵開3促聲,ip,入,4,,,,,
3757,20,324,魚及,gip8,岌,5.26緝,15,岌㱞,2,疑,g,牙音,次濁,收聲,侵開3促聲,ip,入,8,,,,,
3758,18,324,去急,khip4,泣,5.26緝,16,泣㬤湆,3,溪,kh,牙音,次清,送氣,侵開3促聲,ip,入,4,,,,,
3759,24,324,先立,sip4,𩎕,5.26緝,17,𩎕卌霫𧿅㗩,7,心,s,齒頭音,全清,送氣,侵開3促聲,ip,入,4,,,,,
3760,32,324,色立,sip4,歰,5.26緝,18,歰澀澁鈒雭濇㒊翜,8,生,s,正齒近齒頭,全清,送氣,侵開3促聲,ip,入,4,,,,,
3761,37,324,許及,hip4,吸,5.26緝,19,吸噏歙翕𧬈潝熻嬆翖𨝫闟𪅲,15,曉,h,喉音,次清,送氣,侵開3促聲,ip,入,4,,,,,
3762,26,324,阻立,cip4,戢,5.26緝,20,戢𥊬𧤏𧥄㗊蕺濈𠿠霵,13,莊,c,正齒近齒頭,全清,發聲,侵開3促聲,ip,入,4,,,,,
3763,36,324,於汲,Øip4,邑,5.26緝,21,邑悒唈裛浥䓃䭂𦶂,9,影,Ø,喉音,全清,發聲,侵開3促聲,ip,入,4,,,挹,,
3764,14,324,丑入,thip4,湁,5.26緝,22,湁雴漐,3,徹,th,舌上音,次清,送氣,侵開3促聲,ip,入,4,,,,,
3765,40,324,爲立,Øip8,煜,5.26緝,23,煜曄熠騽,4,云,Ø,喉音,次濁,發聲,侵開3促聲,ip,入,8,,,,,
3766,39,324,羊入,Øip8,熠,5.26緝,24,熠孴,2,以,Ø,喉音,次濁,發聲,侵開3促聲,ip,入,8,,,,,
3767,16,324,尼立,lip8,孨,5.26緝,25,孨㵫𣲷㘝𦮾,7,娘,l,舌上音,次濁,收聲,侵開3促聲,ip,入,8,,,,,
3768,30,324,仕戢,cip8,霵,5.26緝,26,霵䯂,2,崇,c,正齒近齒頭,全濁,,侵開3促聲,ip,入,8,,,,,
3769,3,324,皮及,pip8,𩾳,5.26緝,27,𩾳,2,並,p,重脣音,全濁,,侵開3促聲,ip,入,8,,,,,
3770,1,324,彼及,pip4,鵖,5.26緝,28,鵖皀,2,幫,p,重脣音,全清,發聲,侵開3促聲,ip,入,4,,,,,
3771,28,324,初戢,chip4,㞚,5.26緝,29,㞚𡍪䙄𢕬,6,初,ch,正齒近齒頭,次清,送氣,侵開3促聲,ip,入,4,,,,,
3772,29,324,昌汁,chip4,斟,5.26緝,30,斟,1,昌,ch,正齒近舌上,次清,送氣,侵開3促聲,ip,入,4,,,,,
3773,38,328,侯閤,hap8,合,5.27合,1,合郃榙䢔㭘詥耠𡇶𪘁𦳬盒,14,匣,h,喉音,全濁,送氣,覃開1促聲,ap,入,8,⿰?𡇞=𡇶!!,,,,
3774,17,328,古沓,kap4,閤,5.27合,2,閤鴿合㪉鉿鮯蛤郃浩匌頜佮㧁𣭝㭘㠷鞈韐𢂷,21,見,k,牙音,全清,發聲,覃開1促聲,ap,入,4,,,,,
3775,9,328,都合,tap4,答,5.27合,3,答畣𨅞撘荅褡㜓㾑嗒𤝰㿯㯚,14,端,t,舌頭音,全清,發聲,覃開1促聲,ap,入,4,,,,,
3776,24,328,蘇合,sap4,趿,5.27合,4,趿颯靸𩎕馺霅𠦄㚫𣬬𢕬鈒,15,心,s,齒頭音,全清,送氣,覃開1促聲,ap,入,4,,,(卅),,
3777,11,328,徒合,tap8,沓,5.27合,5,沓誻遝㧺㭼涾𩣯龖𠉤譶𣝋蹹䂿䜚𦂀𦾽𧌏眔,24,定,t,舌頭音,全濁,,覃開1促聲,ap,入,8,,,（𥄳）,,
3778,10,328,他合,thap4,錔,5.27合,6,錔嚃䓠㛥踏𢃕鞜𦑇漯濕㹺𦧟䶀佮䵬𪘁𨌭㭼䍝濌𪂌䈋,28,透,th,舌頭音,次清,送氣,覃開1促聲,ap,入,4,,,,,
3779,23,328,徂合,cap8,雜,5.27合,7,雜韴磼雥䕹𨅔䣟,8,從,c,齒頭音,全濁,,覃開1促聲,ap,入,8,,,,,
3780,21,328,子荅,cap4,帀,5.27合,8,帀迊𠯗噆𣤶魳䍼嘁沞䞙,12,精,c,齒頭音,全清,發聲,覃開1促聲,ap,入,4,刪,,[匝]𠯗(咂),,
3781,12,328,奴荅,lap8,納,5.27合,10,納䪏蒳軜衲魶妠㨥,8,泥,l,舌頭音,次濁,收聲,覃開1促聲,ap,入,8,,,,,
3782,18,328,口荅,khap4,溘,5.27合,11,溘𣩄㧁𠩧䆟匌歁,9,溪,kh,牙音,次清,送氣,覃開1促聲,ap,入,4,,,,,
3783,36,328,烏合,Øap4,姶,5.27合,12,姶𤸱罨罯媕㔩庵𨂁𩋊𩇠搕鞥佮,17,影,Ø,喉音,全清,發聲,覃開1促聲,ap,入,4,,,,,
3784,37,328,呼合,hap4,欱,5.27合,13,欱㽺𣣹㾑,5,曉,h,喉音,次清,送氣,覃開1促聲,ap,入,4,,,(喝),,
3785,20,328,五合,gap8,㬎,5.27合,14,㬎礏哈儑𡀾砐礘㾑䑥魥,11,疑,g,牙音,次濁,收聲,覃開1促聲,ap,入,8,,,,,
3786,22,328,七合,chap4,䟃,5.27合,15,䟃㜗,2,清,ch,齒頭音,次清,送氣,覃開1促聲,ap,入,4,,,,,
3787,34,328,十合,sap8,遪,5.27合,16,遪,1,禪,s,正齒近齒頭,全濁,送氣,覃開1促聲,ap,入,8,,,,,
