識別號,字,小韻切語,拼音,字義,上字表識別號,聲母,清濁,聲母拼音碼,小韻識別號,小韻字序,韻母,韻母拼音碼,調,四聲八調,拼音調號,備註
211,䰒,莫紅,mong5,馬垂鬣也,16,明,次濁,m,23,9,東一,ong,平,濁平,5,
212,檬,莫紅,mong5,似槐[葉/華]黃,16,明,次濁,m,23,10,東一,ong,平,濁平,5,
213,𨢊,莫紅,mong5,麴生衣皃,16,明,次濁,m,23,11,東一,ong,平,濁平,5,
214,䴿,莫紅,mong5,上同,16,明,次濁,m,23,12,東一,ong,平,濁平,5,
215,𨣘,莫紅,mong5,亦上同,16,明,次濁,m,23,13,東一,ong,平,濁平,5,
216,鸏,莫紅,mong5,鸏䴀鳥也,16,明,次濁,m,23,14,東一,ong,平,濁平,5,
217,幪,莫紅,mong5,覆也蓋衣也又幪縠,16,明,次濁,m,23,15,東一,ong,平,濁平,5,
218,罞,莫紅,mong5,爾雅曰麋罟謂之罞,16,明,次濁,m,23,16,東一,ong,平,濁平,5,
219,𢄐,莫紅,mong5,≆說文云蓋衣也又莫弄切,16,明,次濁,m,23,17,東一,ong,平,濁平,5,
220,髳,莫紅,mong5,爾雅釋詁曰覭髳茀離也,16,明,次濁,m,23,18,東一,ong,平,濁平,5,
221,蠓,莫紅,mong5,蠛蠓似蚊又莫孔切,16,明,次濁,m,23,19,東一,ong,平,濁平,5,
222,𦿏,莫紅,mong5,草可爲帚,16,明,次濁,m,23,20,東一,ong,平,濁平,5,
223,雺,莫紅,mong5,天氣下地不應曰雺又莫侯切,16,明,次濁,m,23,21,東一,ong,平,濁平,5,
224,霿,莫紅,mong5,並上同,16,明,次濁,m,23,22,東一,ong,平,濁平,5,
225,霚,莫紅,mong5,並上同,16,明,次濁,m,23,23,東一,ong,平,濁平,5,
226,朦,莫紅,mong5,朦朧月下,16,明,次濁,m,23,24,東一,ong,平,濁平,5,
227,䀄,莫紅,mong5,器滿,16,明,次濁,m,23,25,東一,ong,平,濁平,5,
228,懜,莫紅,mong5,心悶闇也,16,明,次濁,m,23,26,東一,ong,平,濁平,5,
229,霥,莫紅,mong5,小雨,16,明,次濁,m,23,27,東一,ong,平,濁平,5,
230,籠,盧紅,long5,西京雜記曰漢制天子以象牙爲火籠盧紅切又力董切二十七,40,來,次濁,l,24,1,東一,ong,平,濁平,5,
231,豅,盧紅,long5,大谷,40,來,次濁,l,24,2,東一,ong,平,濁平,5,
232,㰍,盧紅,long5,≆說文云房室之䟽也亦作櫳,40,來,次濁,l,24,3,東一,ong,平,濁平,5,
233,朧,盧紅,long5,朦朧,40,來,次濁,l,24,4,東一,ong,平,濁平,5,
234,𡃡,盧紅,long5,大聲,40,來,次濁,l,24,5,東一,ong,平,濁平,5,
235,龓,盧紅,long5,[-/馬]龓頭,40,來,次濁,l,24,6,東一,ong,平,濁平,5,
236,䪊,盧紅,long5,上同,40,來,次濁,l,24,7,東一,ong,平,濁平,5,
237,瀧,盧紅,long5,瀧涷沾漬≆說文曰雨瀧瀧也,40,來,次濁,l,24,8,東一,ong,平,濁平,5,
238,聾,盧紅,long5,耳聾左傳云不聽五聲之和曰聾釋名曰聾籠也如在蒙籠之內不可察也,40,來,次濁,l,24,9,東一,ong,平,濁平,5,
239,𨏠,盧紅,long5,軸頭,40,來,次濁,l,24,10,東一,ong,平,濁平,5,
240,礱,盧紅,long5,磨也,40,來,次濁,l,24,11,東一,ong,平,濁平,5,
241,䆍,盧紅,long5,禾病,40,來,次濁,l,24,12,東一,ong,平,濁平,5,
242,𪚗,盧紅,long5,上同,40,來,次濁,l,24,13,東一,ong,平,濁平,5,
243,嚨,盧紅,long5,喉嚨,40,來,次濁,l,24,14,東一,ong,平,濁平,5,
244,蘢,盧紅,long5,蘢古草名又音龍,40,來,次濁,l,24,15,東一,ong,平,濁平,5,
245,櫳,盧紅,long5,檻也養獸所也,40,來,次濁,l,24,16,東一,ong,平,濁平,5,
246,𤮨,盧紅,long5,上同,40,來,次濁,l,24,17,東一,ong,平,濁平,5,
247,巃,盧紅,long5,巃嵸山皃嵸祖紅切又音竉揔,40,來,次濁,l,24,18,東一,ong,平,濁平,5,
248,襱,盧紅,long5,襱裙,40,來,次濁,l,24,19,東一,ong,平,濁平,5,
249,𧙥,盧紅,long5,上同,40,來,次濁,l,24,20,東一,ong,平,濁平,5,
250,瓏,盧紅,long5,玲瓏玉聲,40,來,次濁,l,24,21,東一,ong,平,濁平,5,
251,曨,盧紅,long5,日欲出也,40,來,次濁,l,24,22,東一,ong,平,濁平,5,
252,鸗,盧紅,long5,鳥名,40,來,次濁,l,24,23,東一,ong,平,濁平,5,
253,𩟭,盧紅,long5,𩟭餅,40,來,次濁,l,24,24,東一,ong,平,濁平,5,
254,蠪,盧紅,long5,蠪蛭如狐九尾虎爪音如小兒食人一名䗁蠪又爾雅曰蠪朾螘郭璞云赤駁蚍蜉,40,來,次濁,l,24,25,東一,ong,平,濁平,5,
255,㟅,盧紅,long5,崆㟅山皃,40,來,次濁,l,24,26,東一,ong,平,濁平,5,
256,屸,盧紅,long5,山形,40,來,次濁,l,24,27,東一,ong,平,濁平,5,
257,洪,戸公,hong5,大也亦姓共工氏之後本姓共氏後改爲洪氏户公切二十二,37,匣,全濁,h,25,1,東一,ong,平,濁平,5,
258,鉷,戸公,hong5,弩牙,37,匣,全濁,h,25,2,東一,ong,平,濁平,5,
259,訌,戸公,hong5,潰也詩曰蟊賊內訌,37,匣,全濁,h,25,3,東一,ong,平,濁平,5,
260,紅,戸公,hong5,色也又姓,37,匣,全濁,h,25,4,東一,ong,平,濁平,5,
261,虹,戸公,hong5,螮蝀也又古巷切,37,匣,全濁,h,25,5,東一,ong,平,濁平,5,
262,仜,戸公,hong5,身肥大也,37,匣,全濁,h,25,6,東一,ong,平,濁平,5,
263,鴻,戸公,hong5,詩傳云大曰鴻小曰鴈又姓左傳衞大夫鴻聊魋,37,匣,全濁,h,25,7,東一,ong,平,濁平,5,
264,葒,戸公,hong5,水草一曰蘢古詩云隰有游龍傳曰龍即紅草也字或從廾,37,匣,全濁,h,25,8,東一,ong,平,濁平,5,
265,葓,戸公,hong5,上同,37,匣,全濁,h,25,9,東一,ong,平,濁平,5,
266,谼,戸公,hong5,大壑又谼谷寺在相州,37,匣,全濁,h,25,10,東一,ong,平,濁平,5,
267,䉺,戸公,hong5,陳赤米也,37,匣,全濁,h,25,11,東一,ong,平,濁平,5,
268,烘,戸公,hong5,字林云燎也又呼紅切,37,匣,全濁,h,25,12,東一,ong,平,濁平,5,
269,洚,戸公,hong5,≆說文曰水不遵道一曰下也又戸冬下江二切,37,匣,全濁,h,25,13,東一,ong,平,濁平,5,
270,渱,戸公,hong5,潰渱水沸湧也,37,匣,全濁,h,25,14,東一,ong,平,濁平,5,
271,𨹁,戸公,hong5,從𨹁山名在雲南,37,匣,全濁,h,25,15,東一,ong,平,濁平,5,
272,魟,戸公,hong5,魟白魚又音烘,37,匣,全濁,h,25,16,東一,ong,平,濁平,5,
273,䧆,戸公,hong5,坑也,37,匣,全濁,h,25,17,東一,ong,平,濁平,5,
274,䪦,戸公,hong5,大聲,37,匣,全濁,h,25,18,東一,ong,平,濁平,5,
275,𦏺,戸公,hong5,飛聲,37,匣,全濁,h,25,19,東一,ong,平,濁平,5,
276,䫹,戸公,hong5,大風,37,匣,全濁,h,25,20,東一,ong,平,濁平,5,
277,䂫,戸公,hong5,石聲,37,匣,全濁,h,25,21,東一,ong,平,濁平,5,
278,𨾊,戸公,hong5,鳥肥大𨾊唯然,37,匣,全濁,h,25,22,東一,ong,平,濁平,5,
279,叢,徂紅,zong5,聚也徂紅切五,23,從,全濁,z,26,1,東一,ong,平,濁平,5,
280,藂,徂紅,zong5,俗,23,從,全濁,z,26,2,東一,ong,平,濁平,5,
281,䕺,徂紅,zong5,草䕺生皃,23,從,全濁,z,26,3,東一,ong,平,濁平,5,
282,潨,徂紅,zong5,水會也,23,從,全濁,z,26,4,東一,ong,平,濁平,5,
283,𥵫,徂紅,zong5,籠𥵫取魚器俗,23,從,全濁,z,26,5,東一,ong,平,濁平,5,
284,翁,烏紅,ong1,老稱也亦鳥頸毛又姓漢書貨殖傳有翁伯販脂而傾縣邑烏紅切八,35,影,全清,Ø,27,1,東一,ong,平,清平,1,
285,螉,烏紅,ong1,蠮螉蟲名細𦝫𧒒也,35,影,全清,Ø,27,2,東一,ong,平,清平,1,
286,䱵,烏紅,ong1,魚名,35,影,全清,Ø,27,3,東一,ong,平,清平,1,
287,蓊,烏紅,ong1,蓊鬱草木盛皃又烏桶切,35,影,全清,Ø,27,4,東一,ong,平,清平,1,
288,䈵,烏紅,ong1,竹盛皃,35,影,全清,Ø,27,5,東一,ong,平,清平,1,
289,䩺,烏紅,ong1,吳人靴靿曰䩺,35,影,全清,Ø,27,6,東一,ong,平,清平,1,
290,㮬,烏紅,ong1,水㮬子果名出南州,35,影,全清,Ø,27,7,東一,ong,平,清平,1,
291,𩔚,烏紅,ong1,頸毛也,35,影,全清,Ø,27,8,東一,ong,平,清平,1,
292,怱,倉紅,cong1,速也倉紅切十五,22,清,次清,c,28,1,東一,ong,平,清平,1,
293,忩,倉紅,cong1,俗,22,清,次清,c,28,2,東一,ong,平,清平,1,
294,葱,倉紅,cong1,葷菜,22,清,次清,c,28,3,東一,ong,平,清平,1,
295,楤,倉紅,cong1,尖頭擔也,22,清,次清,c,28,4,東一,ong,平,清平,1,
296,𨍉,倉紅,cong1,轞車載囚,22,清,次清,c,28,5,東一,ong,平,清平,1,
297,聦,倉紅,cong1,聞也明也察也聽也殷仲堪父患耳聦聞牀下蟻動謂之牛鬬出晉書,22,清,次清,c,28,6,東一,ong,平,清平,1,
298,繱,倉紅,cong1,色青黃[文/又]細絹,22,清,次清,c,28,7,東一,ong,平,清平,1,
299,𤧚,倉紅,cong1,石似玉也,22,清,次清,c,28,8,東一,ong,平,清平,1,
300,騘,倉紅,cong1,馬青白雜色,22,清,次清,c,28,9,東一,ong,平,清平,1,
301,䗓,倉紅,cong1,蜻蜓淮南子曰蝦蟆爲鶉水蠆爲䗓,22,清,次清,c,28,10,東一,ong,平,清平,1,
302,囪,倉紅,cong1,竈突,22,清,次清,c,28,11,東一,ong,平,清平,1,
303,𨣭,倉紅,cong1,𨣭𨢊濁酒,22,清,次清,c,28,12,東一,ong,平,清平,1,
304,鍯,倉紅,cong1,大鑿平木器,22,清,次清,c,28,13,東一,ong,平,清平,1,
305,㷓,倉紅,cong1,煴也又子孔切,22,清,次清,c,28,14,東一,ong,平,清平,1,
306,𢉛,倉紅,cong1,屋[-/階]中會又子孔切,22,清,次清,c,28,15,東一,ong,平,清平,1,
307,通,他紅,thong1,達也三禮圖曰通天冠一名高山冠上之所服也亦州名本漢宕渠縣內有地萬餘頃因名爲萬州後魏以萬州居四達之路改爲通州又姓出姓苑他紅切九,6,透,次清,th,29,1,東一,ong,平,清平,1,
308,蓪,他紅,thong1,蓪草藥名中有小孔通氣,6,透,次清,th,29,2,東一,ong,平,清平,1,
309,侗,他紅,thong1,大也,6,透,次清,th,29,3,東一,ong,平,清平,1,
310,恫,他紅,thong1,痛也,6,透,次清,th,29,4,東一,ong,平,清平,1,
311,痌,他紅,thong1,上同,6,透,次清,th,29,5,東一,ong,平,清平,1,
312,曈,他紅,thong1,曈曨欲明之皃,6,透,次清,th,29,6,東一,ong,平,清平,1,
313,俑,他紅,thong1,俑偶人又音勇,6,透,次清,th,29,7,東一,ong,平,清平,1,
314,𧳆,他紅,thong1,獸名似豕出泰山又音同,6,透,次清,th,29,8,東一,ong,平,清平,1,
315,𨀜,他紅,thong1,走皃,6,透,次清,th,29,9,東一,ong,平,清平,1,
316,葼,子紅,zong1,木細枝也子紅切二十一,21,精,全清,z,30,1,東一,ong,平,清平,1,
317,鬷,子紅,zong1,釜屬又姓左傳鄭大夫鬷明,21,精,全清,z,30,2,東一,ong,平,清平,1,
318,嵕,子紅,zong1,九嵕山名,21,精,全清,z,30,3,東一,ong,平,清平,1,
319,猣,子紅,zong1,犬生三子,21,精,全清,z,30,4,東一,ong,平,清平,1,
320,豵,子紅,zong1,豕生三子,21,精,全清,z,30,5,東一,ong,平,清平,1,
321,鯼,子紅,zong1,石首魚名,21,精,全清,z,30,6,東一,ong,平,清平,1,
322,椶,子紅,zong1,椶櫚一名蒲葵,21,精,全清,z,30,7,東一,ong,平,清平,1,
323,騣,子紅,zong1,馬鬣,21,精,全清,z,30,8,東一,ong,平,清平,1,
324,𩮀,子紅,zong1,上同,21,精,全清,z,30,9,東一,ong,平,清平,1,
325,䗥,子紅,zong1,螉䗥蟲名,21,精,全清,z,30,10,東一,ong,平,清平,1,
326,嵸,子紅,zong1,巃嵸又作孔切,21,精,全清,z,30,11,東一,ong,平,清平,1,
327,艐,子紅,zong1,書傳云三艐國名≆說文云船著沙不行也,21,精,全清,z,30,12,東一,ong,平,清平,1,
328,蝬,子紅,zong1,三蝬蛤屬出臨海異物志,21,精,全清,z,30,13,東一,ong,平,清平,1,
329,堫,子紅,zong1,種也,21,精,全清,z,30,14,東一,ong,平,清平,1,
330,𥓻,子紅,zong1,種也,21,精,全清,z,30,15,東一,ong,平,清平,1,
331,翪,子紅,zong1,聳翅上[-/下]皃,21,精,全清,z,30,16,東一,ong,平,清平,1,
332,緵,子紅,zong1,縷也又作弄切,21,精,全清,z,30,17,東一,ong,平,清平,1,
333,㚇,子紅,zong1,飛而斂足又子貢切,21,精,全清,z,30,18,東一,ong,平,清平,1,
334,㣭,子紅,zong1,數也,21,精,全清,z,30,19,東一,ong,平,清平,1,
335,稯,子紅,zong1,禾束,21,精,全清,z,30,20,東一,ong,平,清平,1,
336,鬉,子紅,zong1,毛亂,21,精,全清,z,30,21,東一,ong,平,清平,1,
337,蓬,薄紅,pong5,草名亦州名周割巴州之伏虞郡於此置蓬州因蓬山而名之薄紅切十,15,並,全濁,p,31,1,東一,ong,平,濁平,5,
338,𥭗,薄紅,pong5,車軬,15,並,全濁,p,31,2,東一,ong,平,濁平,5,
339,篷,薄紅,pong5,織竹夾箬覆舟也,15,並,全濁,p,31,3,東一,ong,平,濁平,5,
340,髼,薄紅,pong5,髼䯳髪亂皃,15,並,全濁,p,31,4,東一,ong,平,濁平,5,
341,蜂,薄紅,pong5,蟲名出蒼頡篇又音峯,15,並,全濁,p,31,5,東一,ong,平,濁平,5,
342,芃,薄紅,pong5,芃芃草盛皃又音馮,15,並,全濁,p,31,6,東一,ong,平,濁平,5,
343,𧚋,薄紅,pong5,爾雅曰困衱𧚋亦作袶又音降,15,並,全濁,p,31,7,東一,ong,平,濁平,5,
344,韸,薄紅,pong5,鼓聲,15,並,全濁,p,31,8,東一,ong,平,濁平,5,
345,䮾,薄紅,pong5,充塞皃又音[龍/瀧],15,並,全濁,p,31,9,東一,ong,平,濁平,5,
346,𩖛,薄紅,pong5,風皃又步留切,15,並,全濁,p,31,10,東一,ong,平,濁平,5,
347,烘,呼東,hong1,火皃呼東切又音紅六,36,曉,次清,h,32,1,東一,ong,平,清平,1,
348,叿,呼東,hong1,叿叿市人聲,36,曉,次清,h,32,2,東一,ong,平,清平,1,
349,魟,呼東,hong1,河魚似鼈,36,曉,次清,h,32,3,東一,ong,平,清平,1,
350,谾,呼東,hong1,谷空皃出字林,36,曉,次清,h,32,4,東一,ong,平,清平,1,
351,𩐠,呼東,hong1,𩐠䪦大聲,36,曉,次清,h,32,5,東一,ong,平,清平,1,
352,𩗄,呼東,hong1,大風,36,曉,次清,h,32,6,東一,ong,平,清平,1,
353,㟅,五東,gong5,崆㟅山皃五東切又魚江切一,4,疑,次濁,g,33,1,東一,ong,平,濁平,5,
354,檧,蘇公,song1,小籠蘇公切又先孔切三,24,心,全清,s,34,1,東一,ong,平,清平,1,
355,憽,蘇公,song1,惺憽了慧人也,24,心,全清,s,34,2,東一,ong,平,清平,1,
356,㬝,蘇公,song1,[㬝/𤾥]㬝白皃出聲譜,24,心,全清,s,34,3,東一,ong,平,清平,1,
357,冬,都宗,tong1,四時之末尸子曰冬爲信北方爲冬冬終也又姓前燕慕容皝左司馬冬壽都宗切七,5,端,全清,t,35,1,冬,ong,平,清平,1,
358,𠔙,都宗,tong1,古文,5,端,全清,t,35,2,冬,ong,平,清平,1,
359,苳,都宗,tong1,草名,5,端,全清,t,35,3,冬,ong,平,清平,1,
360,䳉,都宗,tong1,䳉鳥好入水食似鳧形小,5,端,全清,t,35,4,冬,ong,平,清平,1,
361,笗,都宗,tong1,竹名,5,端,全清,t,35,5,冬,ong,平,清平,1,
362,𩂓,都宗,tong1,雨皃,5,端,全清,t,35,6,冬,ong,平,清平,1,
363,𧲴,都宗,tong1,獸如豹有角,5,端,全清,t,35,7,冬,ong,平,清平,1,
364,彤,徒冬,tong5,赤也丹飾也亦姓彤伯爲成王宗[枝/伯]徒冬切二十二,7,定,全濁,t,36,1,冬,ong,平,濁平,5,
365,疼,徒冬,tong5,痛也,7,定,全濁,t,36,2,冬,ong,平,濁平,5,
366,佟,徒冬,tong5,姓也北燕録有遼東佟萬以文章知名,7,定,全濁,t,36,3,冬,ong,平,濁平,5,
367,炵,徒冬,tong5,火[威/盛]皃又他冬切,7,定,全濁,t,36,4,冬,ong,平,濁平,5,
368,䳋,徒冬,tong5,鳥名䳋渠狀如山雞黑身赤足出山海經也,7,定,全濁,t,36,5,冬,ong,平,濁平,5,
369,鼕,徒冬,tong5,鼓聲,7,定,全濁,t,36,6,冬,ong,平,濁平,5,
370,𢥞,徒冬,tong5,𢥞𢥞憂也出楚詞,7,定,全濁,t,36,7,冬,ong,平,濁平,5,
371,𢾮,徒冬,tong5,擊空聲,7,定,全濁,t,36,8,冬,ong,平,濁平,5,
372,爞,徒冬,tong5,旱熱,7,定,全濁,t,36,9,冬,ong,平,濁平,5,
373,㤏,徒冬,tong5,惶也,7,定,全濁,t,36,10,冬,ong,平,濁平,5,
374,痋,徒冬,tong5,動病,7,定,全濁,t,36,11,冬,ong,平,濁平,5,
375,䂈,徒冬,tong5,剌矛,7,定,全濁,t,36,12,冬,ong,平,濁平,5,
376,鉵,徒冬,tong5,大鉏,7,定,全濁,t,36,13,冬,ong,平,濁平,5,
377,𧹝,徒冬,tong5,赤色,7,定,全濁,t,36,14,冬,ong,平,濁平,5,
378,𩦶,徒冬,tong5,黑虎,7,定,全濁,t,36,15,冬,ong,平,濁平,5,
379,浵,徒冬,tong5,水名亦水皃,7,定,全濁,t,36,16,冬,ong,平,濁平,5,
380,䶱,徒冬,tong5,龜名又音終,7,定,全濁,t,36,17,冬,ong,平,濁平,5,
381,𠩁,徒冬,tong5,楚云深屋,7,定,全濁,t,36,18,冬,ong,平,濁平,5,
382,鉖,徒冬,tong5,鈞鉖,7,定,全濁,t,36,19,冬,ong,平,濁平,5,
383,𨜳,徒冬,tong5,古國名,7,定,全濁,t,36,20,冬,ong,平,濁平,5,
384,㠽,徒冬,tong5,戎云幡也,7,定,全濁,t,36,21,冬,ong,平,濁平,5,
385,赨,徒冬,tong5,赤蟲,7,定,全濁,t,36,22,冬,ong,平,濁平,5,
386,賨,藏宗,zong5,戎税≆說文曰南蠻賦也藏宗切十一,23,從,全濁,z,37,1,冬,ong,平,濁平,5,
387,琮,藏宗,zong5,≆說文云琮瑞玉大八寸似車釭周禮曰以黃琮禮地,23,從,全濁,z,37,2,冬,ong,平,濁平,5,
388,悰,藏宗,zong5,慮也一曰樂也,23,從,全濁,z,37,3,冬,ong,平,濁平,5,
389,潨,藏宗,zong5,小水入大水也又徂紅職戎二切,23,從,全濁,z,37,4,冬,ong,平,濁平,5,
390,淙,藏宗,zong5,水聲又士江切,23,從,全濁,z,37,5,冬,ong,平,濁平,5,
391,慒,藏宗,zong5,謀也又似由切,23,從,全濁,z,37,6,冬,ong,平,濁平,5,
392,鬃,藏宗,zong5,髙髻又士江切,23,從,全濁,z,37,7,冬,ong,平,濁平,5,
393,㼻,藏宗,zong5,甖屬又士江切,23,從,全濁,z,37,8,冬,ong,平,濁平,5,
394,孮,藏宗,zong5,[-/爲]族盛孮郷,23,從,全濁,z,37,9,冬,ong,平,濁平,5,
395,誴,藏宗,zong5,謀誴樂也,23,從,全濁,z,37,10,冬,ong,平,濁平,5,
396,𢃏,藏宗,zong5,帛𢃏又布名,23,從,全濁,z,37,11,冬,ong,平,濁平,5,
397,農,奴冬,nong5,田農也≆說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二,8,泥,次濁,n,38,1,冬,ong,平,濁平,5,
398,䢉,奴冬,nong5,上同,8,泥,次濁,n,38,2,冬,ong,平,濁平,5,
399,辳,奴冬,nong5,古文,8,泥,次濁,n,38,3,冬,ong,平,濁平,5,
400,𨑋,奴冬,nong5,籀文,8,泥,次濁,n,38,4,冬,ong,平,濁平,5,
401,𩟊,奴冬,nong5,䭢𩟊強食䭢女耕切,8,泥,次濁,n,38,5,冬,ong,平,濁平,5,
402,噥,奴冬,nong5,多言不中,8,泥,次濁,n,38,6,冬,ong,平,濁平,5,
403,𩅽,奴冬,nong5,露多,8,泥,次濁,n,38,7,冬,ong,平,濁平,5,
404,憹,奴冬,nong5,㦀憹悦也,8,泥,次濁,n,38,8,冬,ong,平,濁平,5,
405,㺜,奴冬,nong5,多毛犬也又乃刀切,8,泥,次濁,n,38,9,冬,ong,平,濁平,5,
406,儂,奴冬,nong5,我也,8,泥,次濁,n,38,10,冬,ong,平,濁平,5,
407,𧗕,奴冬,nong5,≆說文曰腫血也,8,泥,次濁,n,38,11,冬,ong,平,濁平,5,
408,膿,奴冬,nong5,上同,8,泥,次濁,n,38,12,冬,ong,平,濁平,5,
409,攻,古冬,kong1,治也作也擊也伐也古冬切二,1,見,全清,k,39,1,冬,ong,平,清平,1,
410,釭,古冬,kong1,燈也又音江,1,見,全清,k,39,2,冬,ong,平,清平,1,
411,䃔,戸冬,hong5,䃔䃧石落[-/聲]戸冬切四,37,匣,全濁,h,40,1,冬,ong,平,濁平,5,
412,洚,戸冬,hong5,≆說文曰水不遵道一曰下也孟子曰洚水警子,37,匣,全濁,h,40,2,冬,ong,平,濁平,5,
413,㗢,戸冬,hong5,歌也又胡宋徒送二切,37,匣,全濁,h,40,3,冬,ong,平,濁平,5,
414,𩘎,戸冬,hong5,大風,37,匣,全濁,h,40,4,冬,ong,平,濁平,5,
415,䃧,力冬,long5,力冬切三,40,來,次濁,l,41,1,冬,ong,平,濁平,5,
416,䥢,力冬,long5,[䥢/⊟鼓釜]鼓聲,40,來,次濁,l,41,2,冬,ong,平,濁平,5,
417,𣫣,力冬,long5,聲也,40,來,次濁,l,41,3,冬,ong,平,濁平,5,
418,宗,作冬,zong1,衆也本也尊也亦官名漢書宗正秦官也掌親屬亦姓周郷宗伯之後出南陽又漢複姓二氏前漢有宗伯鳳南燕録有宗正謙善卜相作冬切二,21,精,全清,z,42,1,冬,ong,平,清平,1,
419,倧,作冬,zong1,上古神人,21,精,全清,z,42,2,冬,ong,平,清平,1,
420,鬆,私宗,song1,髼鬆髮亂皃私宗切三,24,心,全清,s,43,1,冬,ong,平,清平,1,
421,䯳,私宗,song1,上同,24,心,全清,s,43,2,冬,ong,平,清平,1,
422,炵,他冬,thong1,火色他冬切一,6,透,次清,th,44,1,冬,ong,平,清平,1,
423,鍾,職容,ziong1,當也酒器也又量名左傳曰釜十則鍾亦姓出潁川又漢複姓有鍾離氏丗本云與秦同祖其後因封爲姓職容切十八,30,照,全清,z,45,1,鍾,iong,平,清平,1,
424,鐘,職容,ziong1,樂器也吕氏春秋云黃帝命伶倫鑄寸二器丗本曰垂作鐘,30,照,全清,z,45,2,鍾,iong,平,清平,1,
425,蚣,職容,ziong1,䘀螽蟲,30,照,全清,z,45,3,鍾,iong,平,清平,1,
426,忪,職容,ziong1,心動皃,30,照,全清,z,45,4,鍾,iong,平,清平,1,
427,䇗,職容,ziong1,長節竹也,30,照,全清,z,45,5,鍾,iong,平,清平,1,
428,蹱,職容,ziong1,躘蹱小兒行皃,30,照,全清,z,45,6,鍾,iong,平,清平,1,
429,彸,職容,ziong1,征彸行皃,30,照,全清,z,45,7,鍾,iong,平,清平,1,
430,衳,職容,ziong1,小褌也,30,照,全清,z,45,8,鍾,iong,平,清平,1,
431,伀,職容,ziong1,志及衆也,30,照,全清,z,45,9,鍾,iong,平,清平,1,
432,橦,職容,ziong1,字㨾云本音同今借爲木橦字,30,照,全清,z,45,10,鍾,iong,平,清平,1,
433,籦,職容,ziong1,籠籦竹名廣志云可爲笛,30,照,全清,z,45,11,鍾,iong,平,清平,1,
434,妐,職容,ziong1,夫之兄也,30,照,全清,z,45,12,鍾,iong,平,清平,1,
435,㕬,職容,ziong1,衆口也,30,照,全清,z,45,13,鍾,iong,平,清平,1,
436,𧢸,職容,ziong1,舉角也,30,照,全清,z,45,14,鍾,iong,平,清平,1,
437,炂,職容,ziong1,熱化也,30,照,全清,z,45,15,鍾,iong,平,清平,1,
438,𦬘,職容,ziong1,草名,30,照,全清,z,45,16,鍾,iong,平,清平,1,
439,𨳗,職容,ziong1,門外開𨳗,30,照,全清,z,45,17,鍾,iong,平,清平,1,
440,鈆,職容,ziong1,鐵鈆,30,照,全清,z,45,18,鍾,iong,平,清平,1,
441,龍,力鍾,liong5,通也和也寵也鱗蟲之長也易曰雲從龍又姓舜納言龍之後力鍾切九,40,來,次濁,l,46,1,鍾,iong,平,濁平,5,
442,𪚝,力鍾,liong5,圭爲龍文,40,來,次濁,l,46,2,鍾,iong,平,濁平,5,
443,躘,力鍾,liong5,躘蹱,40,來,次濁,l,46,3,鍾,iong,平,濁平,5,
444,鸗,力鍾,liong5,鳥名,40,來,次濁,l,46,4,鍾,iong,平,濁平,5,
445,驡,力鍾,liong5,野馬,40,來,次濁,l,46,5,鍾,iong,平,濁平,5,
